报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),55197,56943,67145,103832,40120,33702,34892,48940,40248,21840,9244,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),1020,1121,1433,1582,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),607,284,178,230,611,416,2249,145,249,28,48,
预付款项(万元),694,379,402,229,1233,272,230,323,566,3,14,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),13,14,7,230,243,206,429,868,435,155,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1139,1160,1015,1037,911,854,798,554,138,21,2726,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),82133,81394,85268,49552,19478,21435,12644,229,748,78,357,
流动资产合计(万元),140803,141295,155447,156691,62597,56885,51243,51060,42384,22126,12390,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4342,3362,2462,2412,4000,3520,900,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4192,718,525,--,1050,--,--,--,654,294,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,3550,--,3405,--,2445,2272,2012,1486,1157,481,
累计折旧(万元),--,1820,--,1528,--,1407,1186,820,472,218,55,
固定资产净值(万元),--,1731,--,1876,--,1038,1086,1192,1014,940,427,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1585,1731,1756,1876,1155,1038,1086,1192,1014,940,427,
在建工程(万元),28744,23939,19879,19293,14988,14239,9178,3301,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1701,1741,1756,1803,1813,1858,1929,783,104,17,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,2,4,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),376,695,803,771,712,665,793,256,72,62,123,
其他非流动资产(万元),3268,2977,2526,1491,--,--,--,--,--,--,--,
非流动资产合计(万元),44207,35162,29708,27646,23719,21321,13886,5531,1843,1314,554,
资产总计(万元),185010,176457,185155,184337,86315,78206,65129,56591,44227,23440,12944,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),6893,4333,2462,5347,4165,3226,1435,1510,811,404,154,
预收账款(万元),1373,435,1028,643,1357,1578,523,1414,1345,1225,690,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),969,1022,909,1644,1432,808,1455,1344,642,350,137,
应交税费(万元),921,613,938,208,350,371,2070,501,1807,2885,65,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,
