报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),30817,24961,21394,21999,15169,23404,22931,40737,68295,7005,16195,19411,10917,8575,10967,21043,20878,22957,9060,--,6973,8142,8068,5088,1512,2877,1694,1706,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),939,1184,1476,1085,1584,1346,1650,1082,1207,1050,1039,730,703,435,338,187,106,78,930,--,527,899,438,430,60,--,--,--,
应收账款(万元),61042,49961,53956,41591,40419,41717,38784,31684,26267,20138,27266,15803,13513,12984,13329,7861,7274,6495,5575,--,5856,4576,4596,4795,6021,3716,3521,2881,
预付款项(万元),13446,11457,9634,7037,5410,12404,3270,3845,4206,5432,3504,2050,1833,1156,605,123,88,13,82,--,71,187,122,292,223,574,396,252,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1904,2454,2138,2345,1787,4107,2567,1752,2096,3188,1053,8941,643,632,229,525,372,600,280,--,274,170,84,352,489,282,572,522,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,75312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),84363,90203,77905,--,73094,66958,60811,62668,59095,53372,43094,16801,7782,7807,7381,4386,4560,4372,3711,--,3059,3122,2639,2197,2328,1859,1539,1543,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6375,6712,5927,5810,4832,4195,5996,429,3933,2032,2032,--,5700,10636,12004,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),198885,186932,172429,155178,142295,154131,136010,142198,165100,92217,94183,63736,41091,42225,44853,34125,33279,34516,19638,--,16759,17097,15946,13154,10633,9308,7722,6904,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),300,300,300,300,300,300,300,300,300,300,300,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,150,150,200,200,200,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),159606,--,155938,--,126800,--,125127,--,116535,--,99866,--,41778,--,41589,--,24153,--,17229,--,16935,14820,--,--,12906,--,--,--,
累计折旧(万元),50361,--,44756,--,40105,--,35520,--,31324,--,27317,--,10672,--,9375,--,7798,--,7431,--,6940,6474,--,--,4769,--,--,--,
固定资产净值(万元),109245,--,111182,--,86694,--,89607,--,85211,--,72549,--,31106,--,32213,--,16355,--,9798,--,9995,8346,--,--,8137,--,--,--,
固定资产减值准备(万元),85,--,85,--,85,--,85,--,31,--,31,--,31,--,31,--,31,--,31,--,31,31,--,--,27,--,--,--,
固定资产(万元),109160,109769,111097,88639,86609,88212,89522,84293,85180,75386,72518,48289,31075,30740,32183,16120,16324,11890,9767,--,9964,8316,8616,7883,8110,8350,4394,4504,
