报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),141371,109440,111136,99375,108742,95817,103296,90214,104295,77815,89948,85201,103292,109652,132503,129476,145888,142796,159932,146901,161403,139262,152433,132690,134129,121194,127728,116148,119439,31621,41033,24236,19262,25437,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收账款(万元),716,473,650,493,469,516,473,609,710,388,532,297,386,232,477,261,263,236,369,475,389,373,678,285,514,594,665,322,431,821,743,542,295,439,
预付款项(万元),6060,5886,5219,4549,5308,5348,4999,4390,5360,5849,5486,4929,6582,6184,6990,6738,7196,7718,11403,12155,11855,13529,12910,13151,10793,11427,10881,12798,10640,10690,9277,12617,16579,19341,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),3247,2621,2003,2006,2609,2095,1519,2764,2710,2569,1966,2051,1987,1526,1070,740,1090,1372,1004,676,1316,1742,1291,764,332,894,731,544,201,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1212,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),2297,3035,2123,1597,2360,1839,495,534,746,722,430,251,285,206,905,837,898,1245,1358,1170,--,1229,1303,909,1291,1341,1873,1845,2008,2246,2891,2314,4789,7466,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
