报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),35065,35551,64093,24284,17950,19042,10462,5349,3101,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),36400,--,--,--,--,--,--,--,--,
应收票据(万元),8395,4072,4679,4051,2172,1083,373,917,--,
应收账款(万元),5582,7641,4848,4451,2287,3748,3944,1957,820,
预付款项(万元),2679,1295,1674,800,828,641,939,561,724,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),1043,1289,1221,988,696,616,450,734,598,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),7656,6403,5605,4760,4540,3609,3146,3526,3345,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,35804,--,--,--,0,--,900,800,
流动资产合计(万元),96820,92055,82121,39335,28472,28739,19314,13944,9388,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,3000,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),3000,--,--,--,--,--,--,57,93,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,19863,--,19455,--,14884,11129,--,2926,
累计折旧(万元),--,4490,--,3852,--,2795,1885,--,730,
固定资产净值(万元),--,15373,--,15603,--,12089,9244,--,2195,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),15415,15373,15475,15603,11968,12089,9244,9584,2195,
在建工程(万元),295,162,94,67,1174,938,1651,358,1862,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),8506,6645,6665,6713,6809,6754,6878,6956,3164,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),915,1229,1163,1197,1535,1564,1558,1145,607,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),296,424,333,396,397,388,361,33,19,
其他非流动资产(万元),862,1548,974,1195,847,1045,147,139,1845,
非流动资产合计(万元),29289,28382,24704,25171,22731,22778,19840,18271,9783,
资产总计(万元),126109,120437,106825,64506,51203,51517,39154,32215,19172,
短期借款(万元),--,--,--,--,--,--,100,100,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),6107,3573,1950,1098,--,--,--,--,98,
应付账款(万元),10901,11123,7531,12455,7382,8474,4515,7142,3935,
预收账款(万元),7249,7913,6252,5698,6804,4798,3533,6360,4708,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1714,1376,906,1678,1029,1602,1582,1168,832,
应交税费(万元),1478,1167,638,1006,759,1075,1281,1002,454,
应付利息(万元),--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,406,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),1644,4118,5015,3429,3219,3217,2665,3645,1753,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),29093,29271,22292,25364,19193,19166,13677,19824,11782,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2700,1043,1059,1074,1135,1176,1155,90,100,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2700,1043,1059,1074,1135,1176,1155,90,100,
负债合计(万元),31793,30314,23351,26438,20329,20342,14831,19914,11882,
实收资本(或股本)(万元),15534,6214,6214,4654,4654,4654,4654,3000,3000,
资本公积(万元),48838,58111,58111,15086,15086,15086,15086,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),2178,2597,2178,2178,1274,1274,573,970,415,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),23739,19200,16971,16150,9861,10162,4010,8332,3875,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),90290,86122,83473,38068,30874,31175,24322,12302,7290,
少数股东权益(万元),4026,4002,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),94316,90123,83473,38068,30874,31175,24322,12302,7290,
负债和所有者权益(或股东权益)总计(万元),126109,120437,106825,64506,51203,51517,39154,32215,19172,		
  
