报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),939672,686852,461203,380106,289174,147187,111504,192315,331587,165785,34070,45496,90518,62047,45888,54775,60816,68012,48219,39447,45672,39080,51418,61383,62011,68680,103160,129824,141663,262460,232349,282200,336369,243069,272386,288726,268987,284753,199128,209099,284419,397493,480078,401383,378832,384195,507903,615225,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1519,1299,1161,1269,1308,1259,1632,1769,1651,1730,1789,1828,2151,1622,1814,1709,1734,1626,2554,2671,14942,19530,17660,10867,15694,43,0,--,243,0,4480,5672,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,--,
应收票据(万元),457139,761532,723920,694419,703209,820009,569269,308801,252280,181291,25897,8416,19673,36929,33695,37684,72516,26265,33916,3684,41688,42796,44102,62536,102774,98254,109280,91936,89810,17825,66853,79407,119911,82320,106363,89802,150674,135244,116763,115506,33191,2146,2596,67933,97877,65652,14402,2174,
应收账款(万元),107027,135726,117862,132087,118637,100786,202508,97626,143645,114460,47289,41381,67828,73227,77228,68160,70559,78390,80808,14803,12611,12163,14757,11531,21819,32343,39798,35478,36557,48539,38507,36643,58462,75608,60379,50930,77339,74822,73190,80125,62052,83171,88220,114140,139019,149940,140366,142763,
预付款项(万元),269341,261435,285215,326352,271389,297865,182780,196261,214517,246125,19127,13887,17527,11865,11930,5168,11324,13983,19870,4259,6731,6054,4018,5366,9461,11700,8452,9856,10578,17991,17468,31980,24556,11841,31506,44725,17149,10947,14671,21102,16499,22144,20166,22932,14173,6571,10635,11511,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,--,
应收股利(万元),--,10382,--,--,--,29834,--,--,--,15757,--,--,0,31189,--,--,--,10929,25719,25719,--,3891,--,--,27469,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,3779,10865,0,--,
其他应收款(万元),6292,4477,4246,4142,4645,2495,9243,6925,6749,7222,551,827,2094,2024,1993,1934,2682,2210,1579,2902,306,308,267,1248,1707,2878,2503,5019,2524,8213,3906,2004,3826,3037,3763,1598,987,942,1094,1171,723,656,698,1006,254,336,812,640,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
存货(万元),571219,556847,576306,500776,615042,594153,603588,593415,478614,577408,343999,360316,424862,421262,437287,418375,417435,415749,422051,103160,118746,114445,119296,121367,129143,149440,154341,154253,163539,160520,152242,148668,212448,250985,226571,188133,189240,162288,178437,156130,332733,236418,158275,128300,114951,120543,118113,126741,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,4,4,4,--,--,4,4,--,--,--,--,--,--,317,--,73,148,223,298,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,--,
其他流动资产(万元),38155,29498,21859,21410,20685,17868,3963,4365,613,504,882,1598,4195,1631,325,1545,202978,205186,280570,423849,25273,26250,24505,30471,14268,16347,13722,5204,12983,47816,33872,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,0,--,
