报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),50971,66137,43622,42103,55834,13491,41483,31239,32540,57312,61781,91253,86964,95091,30778,30688,29781,17683,13162,2267,3654,1649,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
交易性金融资产(万元),9455,9938,9542,11422,12902,21925,21272,39579,15818,28713,--,--,--,--,--,--,--,--,--,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收账款(万元),54554,52719,33559,34650,32791,5778,4839,6052,4684,6127,6095,6016,5373,5442,3317,4696,3661,3665,2879,1804,1564,527,
预付款项(万元),3857,3336,7756,4721,7001,1137,832,944,974,1027,1309,1481,1946,1125,1329,1021,947,746,744,1206,1252,963,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收利息(万元),--,10,--,--,--,--,--,--,--,--,77,369,--,--,--,--,--,--,--,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他应收款(万元),4574,4134,5175,4903,4405,2325,2887,2043,2269,1471,2096,1416,1426,985,1125,1365,788,534,444,348,111,50,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
存货(万元),68053,70703,79238,61356,58873,26530,27142,26418,27351,26983,24968,18155,19285,20383,19391,16054,15420,17028,11957,10097,3816,3359,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他流动资产(万元),26528,18236,30326,35301,23915,15178,29809,21481,47301,6621,30636,14151,15222,2254,749,704,--,--,--,283,79,47,
流动资产合计(万元),217992,225213,209220,194456,195721,86364,128265,127756,130938,128254,126962,132840,130216,125281,56689,54528,50597,39656,29186,16006,10477,6595,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
固定资产原值(万元),--,14953,--,14723,--,13754,--,13364,--,13406,--,5804,--,5658,--,5544,5333,--,--,4569,--,--,
累计折旧(万元),--,4740,--,4242,--,3659,--,3286,--,2929,--,2645,--,2451,--,2322,2133,--,--,885,--,--,
固定资产净值(万元),--,10213,--,10482,--,10096,--,10078,--,10477,--,3158,--,3207,--,3221,3200,--,--,3683,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
固定资产(万元),9938,10213,10225,10482,10659,10096,9917,10078,10270,10477,10672,3158,3174,3207,3221,3221,3200,3215,3484,3683,3642,3733,
在建工程(万元),2837,2046,1814,651,511,995,1043,566,442,464,532,478,372,509,873,464,307,358,96,0,0,0,
工程物资(万元),85,61,50,59,73,77,66,89,65,108,--,--,--,--,--,--,--,--,--,0,--,--,
固定资产清理(万元),14,14,13,13,15,15,3,3,3,4,1,0,--,--,--,--,--,--,--,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
无形资产(万元),152473,152569,152531,152614,152640,2813,2887,2944,2756,2816,2866,1167,1182,1186,1200,1148,1195,1079,917,792,773,703,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
商誉(万元),252600,252600,252146,252146,252147,3208,3208,3208,3208,3208,3706,--,--,--,--,--,--,--,--,0,--,--,
长期待摊费用(万元),10446,10461,5973,5928,6340,2566,2809,2814,2956,3088,3203,3206,4082,4942,3900,2360,2791,3517,2328,2570,1350,477,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
递延所得税资产(万元),9643,8319,8213,6361,4459,3538,3483,3993,3089,2336,2890,2397,2663,2170,1371,633,181,132,89,32,30,15,
其他非流动资产(万元),449,164,--,--,3680,50027,--,--,--,163,--,--,10,81,--,--,--,--,--,0,--,--,
非流动资产合计(万元),438484,436446,430964,428254,430523,73333,23415,23696,22789,22664,23869,10407,11483,12095,10565,7826,7675,8302,6915,7078,5795,4928,
资产总计(万元),656476,661659,640184,622710,626244,159697,151680,151451,153727,150917,150832,143247,141698,137376,67253,62354,58272,47957,36101,23083,16271,11523,
短期借款(万元),42715,38590,37000,35000,35000,3000,--,2874,3921,2757,4027,2827,--,--,--,--,--,--,--,1000,0,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应付票据(万元),--,--,--,--,--,7,--,--,200,--,--,--,--,--,--,--,--,--,59,0,--,--,
应付账款(万元),12021,17355,19990,8992,63254,3096,2412,2047,2625,3316,4468,1627,3197,3225,4481,1875,3424,3843,2117,2028,2540,3721,
预收账款(万元),2106,1331,1108,3288,4949,682,365,342,444,503,721,554,196,119,259,163,262,222,314,244,154,30,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应付手续费及佣金(万元),135,110,85,117,31,56,28,24,22,56,--,--,--,--,--,--,--,--,--,0,--,--,
应付职工薪酬(万元),5264,6360,4748,4523,4386,1807,1655,1596,1653,1752,2216,1644,1795,2022,1635,1526,1461,1279,919,885,348,185,
应交税费(万元),5078,10747,4629,4172,5458,1940,1391,2625,2132,2003,1867,1297,2490,2103,2378,1354,898,2307,1933,1362,1240,249,
应付利息(万元),675,765,707,699,763,4,--,2,2,2,6,2,--,--,--,--,--,--,--,0,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
其他应付款(万元),63724,65248,59959,62037,9475,1154,1242,1275,955,965,1391,1377,1275,1252,726,900,1093,726,508,588,56,31,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
一年内到期的非流动负债(万元),--,8016,--,--,--,--,--,--,--,--,1,3,5,7,--,--,--,--,--,0,--,--,
其他流动负债(万元),816,683,712,432,595,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
流动负债合计(万元),132533,149205,128937,119260,123909,11747,7093,10784,11954,11353,14696,9330,8959,8728,9479,5818,7139,8376,5850,6106,4338,4716,
长期借款(万元),277994,324896,333349,333077,332030,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,11,14,20,--,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
长期递延收益(万元),631,576,718,762,67,83,100,117,133,150,167,--,--,--,--,--,--,--,--,0,--,--,
递延所得税负债(万元),1478,1501,1525,1651,2067,1853,1719,1639,1662,1685,1835,118,--,--,--,--,--,--,--,0,0,37,
其他非流动负债(万元),--,--,--,--,729,--,--,--,--,--,--,--,--,--,--,--,--,--,678,678,678,678,
非流动负债合计(万元),280120,326990,335633,335531,334933,1977,1905,1842,1881,1921,2001,118,0,0,9,11,14,20,678,678,678,716,
负债合计(万元),412653,476195,464570,454791,458842,13724,8998,12626,13836,13274,16698,9448,8959,8728,9488,5830,7153,8397,6528,6785,5017,5432,
实收资本(或股本)(万元),18055,15229,15221,14798,14798,14798,14798,14798,14798,14798,14798,14798,14798,14798,11099,11099,11099,11099,11099,7200,3600,1995,
资本公积(万元),127806,79968,79541,74053,74053,74053,74053,74053,74053,74053,74053,74053,74053,74053,11824,11824,11824,11824,11316,3963,1590,0,
减:库存股(万元),5661,5661,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
盈余公积(万元),5809,5809,5809,5809,5809,5809,5373,5373,5373,5373,4860,4860,4860,4860,3497,3497,3497,2186,1435,538,550,348,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
未分配利润(万元),75316,68803,55483,54266,54284,51318,48469,44614,45673,43423,40432,40100,39040,34945,31350,30118,24700,14451,5724,4598,4710,2930,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-5,-14,-1,0,--,0,--,--,
归属于母公司股东权益合计(万元),221284,164084,155950,148880,148954,145973,142682,138826,139885,137636,134127,133798,132740,128647,57766,56525,51119,39560,29572,16299,10450,5272,
少数股东权益(万元),22539,21380,19663,19039,18448,--,--,--,7,7,7,--,--,--,--,--,--,--,--,0,805,819,
所有者权益(或股东权益)合计(万元),243823,185464,175614,167919,167402,145973,142682,138826,139892,137643,134134,133798,132740,128647,57766,56525,51119,39560,29572,16299,11255,6091,
负债和所有者权益(或股东权益)总计(万元),656476,661659,640184,622710,626244,159697,151680,151451,153727,150917,150832,143247,141698,137376,67253,62354,58272,47957,36101,23083,16271,11523,		
  
