报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),102379,111313,136737,97221,93532,72184,93228,88630,76217,54472,96040,63459,62321,63798,41444,32336,43081,28253,26585,--,29149,24452,16233,11744,7824,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),66822,47387,57444,61117,50750,45764,51935,57732,44436,36089,45118,62240,49852,28904,16471,22177,13371,12642,9855,--,13121,4657,5356,5008,4119,
预付款项(万元),141181,108399,59996,97609,107537,85811,60702,73158,88857,72890,47903,60922,68347,45730,21946,35028,30381,26428,22087,--,23006,17115,10429,6176,2775,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),2008,1314,984,564,609,476,362,457,313,127,16,279,186,93,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),38375,47965,35749,42959,42651,52773,34623,55971,46054,41468,24442,40359,27578,29854,13277,18328,10690,8429,6944,--,6897,4662,2950,2612,1764,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),429,304,215,236,228,132,141,50,71,54,37,48,53,68,43,38,--,--,--,--,--,--,--,0,3,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),38444,32484,24473,9675,2510,2202,1903,853,877,818,1394,--,--,--,4473,--,--,--,9,--,6,14,42,57,--,
流动资产合计(万元),389637,349167,315597,309381,297817,259342,242894,276852,256825,205917,214951,227305,208336,168446,97655,107907,97524,75752,65480,--,72179,50900,35011,25596,16485,
发放贷款及垫款(万元),29126,21325,29252,17616,18904,17994,16640,14104,19073,9852,8698,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),43491,32246,37932,42947,44029,43983,43196,43195,42444,41779,24114,19021,12664,9935,100,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),11522,9866,7643,7312,6751,6751,6751,6387,6137,4407,3739,10,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),12822,--,12753,--,12027,--,7785,--,2365,--,2262,--,1985,--,1191,--,997,--,969,--,816,672,--,--,--,
累计折旧(万元),5922,--,4527,--,2939,--,2192,--,1414,--,1203,--,952,--,575,--,452,--,362,--,259,178,--,--,--,
固定资产净值(万元),6900,--,8227,--,9088,--,5593,--,951,--,1059,--,1033,--,616,--,546,--,607,--,557,494,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),6900,8109,8227,8553,9088,5826,5593,1087,951,1021,1059,1107,1033,1031,616,548,546,540,607,--,557,494,225,147,94,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5191,5491,5765,2896,3050,2384,2459,1585,1680,1725,1778,863,925,967,751,517,428,431,268,--,210,79,2,4,213,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,419,
商誉(万元),81359,81259,80687,65218,60649,60629,60629,55558,55442,55161,54745,54758,49396,49396,287,260,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),6424,6813,7125,7025,7243,7564,6982,3750,1283,1181,999,984,738,765,326,383,421,423,442,--,522,552,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3385,3586,3132,2290,2335,1894,2119,1136,1462,638,788,556,556,401,225,188,188,143,143,--,128,114,37,30,30,
其他非流动资产(万元),7753,11954,14217,7210,7094,5881,12952,10437,10074,11054,10927,8775,8101,7459,7248,1119,929,703,703,--,423,240,325,202,165,
非流动资产合计(万元),195150,180650,193981,161066,159144,152906,157321,137239,138545,126818,106847,86073,73414,69956,9554,3016,2512,2241,2165,--,1841,1478,589,383,921,
资产总计(万元),584787,529817,509577,470446,456961,412249,400215,414091,395370,332735,321798,313379,281750,238402,107209,110922,100036,77993,67645,75364,74020,52379,35600,25979,17406,
短期借款(万元),82504,78127,63774,75282,78837,76240,80255,84106,94580,79435,62000,26156,22155,16094,612,--,--,900,--,--,2000,2000,1000,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),84795,60653,70681,89701,78473,59293,61200,65032,52855,36136,47462,73215,51260,29749,20175,31783,24446,15322,18357,--,18127,10952,6270,5072,7754,
预收账款(万元),69679,48521,39013,59350,56500,44561,29983,42948,50050,30044,32513,33215,46521,34743,21918,18080,23604,9808,15510,--,25385,15390,11663,7434,2080,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2470,2307,3305,1414,2074,1971,2876,986,1284,1231,2718,1760,2014,1445,1288,452,616,565,855,--,438,356,671,171,70,
应交税费(万元),5433,4811,4894,4478,3210,2484,3841,3409,1098,947,1103,4923,2020,2035,906,2360,956,697,172,--,657,624,27,391,348,
应付利息(万元),266,168,76,78,98,183,113,123,228,--,6,1,9,14,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),8044,--,--,18,18,19,19,--,--,2105,18,18,165,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),21707,21399,21358,8935,19505,20906,21114,26223,19596,11742,7916,5021,3947,3766,3815,5229,3643,4564,3347,--,3735,2506,1811,2171,471,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),1194,1120,1099,1280,1224,937,990,868,822,466,540,519,363,369,304,345,348,397,319,--,233,213,--,--,--,
流动负债合计(万元),276092,217107,204199,240535,239939,206594,200389,223696,220513,162106,154276,144828,128454,88216,49018,58249,53612,32253,38559,--,50575,32040,21442,15239,10724,
长期借款(万元),626,659,673,--,--,--,--,--,--,--,--,17,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),49948,49097,48245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),4768,6502,6603,7094,7516,3656,3581,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),5479,5711,5943,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),60821,61968,61464,7094,7516,3656,3581,0,0,0,0,17,0,0,0,0,0,0,0,--,0,0,0,0,0,
负债合计(万元),336913,279076,265663,247629,247455,210250,203971,223696,220513,162106,154276,144845,128454,88216,49018,58249,53612,32253,38559,47468,50575,32040,21442,15239,10724,
实收资本(或股本)(万元),84964,85006,85006,83742,84353,84380,84380,84380,84396,41748,41753,41753,20877,6949,5919,5829,5829,5829,5100,--,5100,5100,5100,2667,2400,
