报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),659754,589482,410972,376596,433413,379605,352995,400465,517460,488964,392421,427033,373709,254434,305339,688550,316711,262012,286599,450283,472817,515700,506809,635382,786998,711165,671255,665993,830202,773134,668000,612915,595689,596901,545892,278018,300461,336897,305558,280250,268635,261094,211374,164994,134283,119251,120397,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),0,1,2,16,7,49,--,--,--,--,--,--,--,--,--,15001,--,--,--,--,--,--,--,--,--,--,--,--,1,--,6,9,3,12,1,--,0,--,--,--,--,--,0,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收票据(万元),335326,348133,519519,492480,455963,310637,189517,151798,173587,180161,190855,91447,201229,123067,118087,149972,157011,140066,291465,263599,245834,346665,338043,289086,364982,478271,443613,350929,336194,413143,328688,358719,321012,233660,193341,173070,232097,324743,289976,232592,170041,130614,118971,133151,195672,204234,189672,
应收账款(万元),278945,337431,260923,402352,412295,508069,438372,502954,540474,425673,433736,463614,440269,500169,454436,439281,401782,458699,267000,334086,437373,355575,291921,277337,182234,160238,96333,146226,120049,254303,49819,368096,65561,99832,49373,84886,77238,69121,59866,69243,38216,53013,34529,55024,41421,59981,35724,
预付款项(万元),41751,67626,40426,46775,46545,52558,35859,88799,101688,94025,54212,135492,101071,66833,42706,100352,95525,81263,72605,154034,123429,75112,60635,130852,105586,99458,98899,144453,135371,104519,91884,147433,209122,218206,237936,196071,155531,106971,90057,60090,64342,37657,26541,37316,27248,24085,20002,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
