报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),72413,66229,72550,95864,69223,117377,53726,76181,80687,102853,85494,48304,40696,42573,50132,39623,34214,30443,21931,18569,15769,18557,18202,24530,22466,26742,23880,24885,42063,35807,39408,38411,54250,13711,10291,13338,18222,12483,20189,17257,11799,10328,9079,10745,14272,20788,20275,15621,15983,22176,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,0,
交易性金融资产(万元),142,87,--,--,--,--,--,--,641,831,--,232,--,461,264,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,0,
应收票据(万元),137532,135911,142126,137973,158084,165958,154322,117807,108094,108769,94406,78144,100816,71343,73554,82842,62196,58572,51660,47969,44322,49651,48219,47420,47815,44817,43787,43900,48407,50579,39485,32003,32539,29804,21423,20691,21122,20530,15987,15425,16343,18412,12133,11114,11743,11302,9755,14236,11348,7175,
应收账款(万元),178992,200816,172073,189339,172246,172587,158119,145272,130338,137807,122679,115083,90853,109940,113544,108168,87180,84376,83991,80926,74878,77334,67317,62059,52670,59230,51924,47228,34371,43896,44274,43213,36310,33977,25810,24968,20527,22430,19859,17519,14055,17990,20105,23774,16990,17153,13109,11934,11925,12213,
预付款项(万元),12572,11483,17334,13572,13466,13340,6368,10781,5390,4745,7159,5306,7490,6328,7720,5861,4071,3318,4114,4308,4288,3457,2725,1926,1650,1473,2549,2198,2662,1820,4310,2365,2488,1967,4214,3773,2458,1474,2967,2766,2853,2559,3913,3874,4288,3846,2898,848,1115,525,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,0,
