报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6478,6860,12354,5275,7548,8717,25892,2463,1762,1924,1969,1447,2658,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),54,--,--,--,--,--,--,--,10,--,--,--,--,
应收账款(万元),30290,26540,26150,25777,22678,20528,17699,18083,18177,13660,9401,6285,2749,
预付款项(万元),623,548,958,460,999,122,373,340,329,249,101,77,118,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2122,2942,1466,1250,1215,1511,1150,999,1203,645,648,455,407,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),60836,50756,40698,36736,29554,27595,24118,21367,19270,17934,8102,4971,3812,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),279,279,195,192,435,428,239,235,369,953,3003,2310,--,
其他流动资产(万元),1174,1145,455,401,665,644,473,465,439,188,54,15,2,
流动资产合计(万元),101857,89071,82276,70091,63094,59545,69944,43953,41558,35553,23277,15559,9746,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),23139,22791,18807,17345,11465,9792,10045,11096,11353,6677,5493,3362,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,1,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),237,244,252,260,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,4950,--,3752,--,3573,--,3041,2819,2743,2587,1468,1298,
累计折旧(万元),--,1057,--,907,--,1296,--,1193,1187,1045,852,736,629,
固定资产净值(万元),--,3894,--,2844,--,2277,--,1847,1633,1698,1735,733,670,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),4100,3894,3436,2844,2271,2277,1913,1847,1633,1698,1735,733,670,
在建工程(万元),666,680,--,519,221,--,273,237,205,73,36,844,42,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),522,525,528,531,534,537,540,543,544,553,565,576,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),159,179,206,201,--,--,--,--,--,3,14,30,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),995,958,940,869,721,658,536,531,439,368,356,181,85,
其他非流动资产(万元),29,205,205,205,--,20,--,--,--,--,--,--,168,
非流动资产合计(万元),29848,29477,24375,22775,15212,13284,13308,14255,14174,9372,8198,5727,967,
资产总计(万元),131705,118548,106651,92866,78306,72829,83252,58207,55732,44925,31475,21285,10713,
短期借款(万元),26970,21500,18500,8200,6700,3700,14550,14000,14000,10386,5841,1886,1110,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),5820,5769,5625,2534,1212,1000,768,503,598,1580,--,--,--,
应付账款(万元),21361,16816,14557,15135,12888,12963,11790,12182,11941,7209,5562,4099,2081,
预收账款(万元),36,37,586,128,87,138,110,91,119,8,31,103,886,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),508,486,305,533,463,326,271,317,272,256,199,123,76,
应交税费(万元),2024,2003,2178,2991,2536,2760,2967,3118,2636,2476,1655,1430,1012,
