报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),25874,27169,21849,34506,15159,28967,18638,33821,26037,18672,18299,22515,23994,24595,44351,28312,15883,16198,18114,19036,18769,18186,22608,29847,27900,22321,22088,28184,19778,15494,23297,24841,16876,12823,17706,13925,16695,13671,12993,18697,11346,9137,9380,20775,11121,8565,6183,11649,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,3010,--,--,--,--,--,--,--,--,--,--,--,118,76,67,66,71,73,66,75,77,67,72,71,68,81,84,89,84,74,74,95,101,100,0,--,--,--,--,--,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),35,10,42,982,940,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,215,682,1307,1887,1478,410,770,1228,1300,950,1500,0,0,--,--,--,--,--,50,50,--,70,0,
应收账款(万元),130488,122350,84494,68946,71302,63529,57102,48884,57513,56866,54718,41710,12157,12149,10939,11609,1588,1907,3381,3767,3109,3368,3493,3545,3204,3593,3373,2878,1966,801,651,639,1281,2201,2619,2041,3141,1454,1369,2148,1808,2144,2800,3212,2871,3555,5240,6285,
预付款项(万元),7386,4867,7962,5375,3895,5911,3939,2900,2882,5535,3998,5582,20901,21746,1450,1749,550,674,4538,459,1447,5831,8862,1693,2835,3017,2330,2531,4593,6968,6130,3399,8463,5703,11354,8194,12486,19956,19336,11753,21845,19122,29643,18682,26326,23902,24774,13574,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
