报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),9922,14229,7360,7903,11605,14923,6713,8098,9736,17134,12058,15941,16767,18421,6202,12570,9091,16301,8776,9651,15921,21102,18941,21212,21304,24851,24255,26236,26698,28057,28570,31220,34932,36980,31711,32909,35527,37165,35083,35044,1896,6022,5123,3453,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,0,4,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,0,--,
应收票据(万元),207,551,299,529,586,466,507,499,1064,769,1936,153,20,1028,606,324,172,412,810,694,--,90,25,12,0,74,190,--,--,--,88,109,5,21,118,76,16,--,89,0,0,155,80,163,
应收账款(万元),23222,26943,28335,27120,25049,26993,30983,29305,26894,27832,30118,30782,28954,32854,28845,25327,25662,25693,20845,20320,19434,20336,16573,15908,15595,16133,14825,16353,17328,16154,14535,13567,13314,13363,13279,13021,13548,13309,12169,14364,12436,11231,7650,5601,
预付款项(万元),1254,970,1421,785,1069,426,3872,2383,6131,1144,2743,1506,2722,565,1309,1249,1397,548,1412,1848,1393,1386,2561,1647,1010,935,1371,1630,1275,1182,1600,1629,2470,1588,2150,661,744,718,430,229,302,156,475,467,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,11,8,9,--,--,19,39,20,126,23,89,58,175,148,174,232,529,384,292,242,409,280,215,233,437,294,290,323,787,527,438,213,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,0,0,--,
