报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),38997,44200,47910,45576,45145,47011,50386,41870,45444,47791,36745,31953,40258,54010,42703,44574,41668,41772,22444,25990,30525,38335,31831,36203,34376,33453,34768,32381,37046,40070,37586,34551,32761,36729,35460,36749,38658,36280,36336,36692,43195,8629,7352,6388,4633,7695,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,334,298,246,276,276,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,--,--,800,0,--,0,--,0,--,--,--,--,--,--,0,497,497,795,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),29531,35878,32874,36622,44100,45674,46988,44751,37077,40702,44077,35114,41520,38399,41342,39832,35944,33206,31817,24584,23553,23515,22830,19487,24488,28009,26011,20586,17145,18792,17699,17363,15685,14213,15161,10471,10221,11945,10172,9431,9382,6641,7722,5821,5898,4710,
应收账款(万元),91519,98241,88586,95242,99731,95086,96187,99589,95266,102111,82911,98172,85533,91402,80589,84585,72201,70975,63405,76268,54374,51780,58159,64697,59492,58202,61314,65956,60215,48656,54876,56776,55042,44608,44028,43810,34862,33131,32988,40234,30299,23025,20804,23734,20172,18492,
预付款项(万元),4160,3436,7690,6933,6522,5187,8009,7224,6008,4767,6169,6826,6630,5700,5698,7290,6870,9309,6456,4610,5236,4878,7876,10264,8662,10649,10228,9137,6924,8008,7980,8435,7179,6217,6443,5079,5154,4797,6228,5089,4654,2274,3478,3634,3610,2127,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),--,--,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,2,26,20,102,17,0,42,54,67,35,31,9,58,7,50,--,84,3,384,--,--,--,--,0,--,--,0,
应收股利(万元),0,0,0,1443,--,1225,1925,3441,--,--,1400,2391,--,--,3675,3762,--,--,1978,--,--,--,2254,875,--,--,1574,1574,--,--,--,0,893,893,--,0,--,--,--,--,--,--,0,--,--,0,
其他应收款(万元),1893,1495,2680,2721,2403,1994,1873,1972,2311,3834,4691,4409,4705,4403,2450,2934,2685,2271,2813,2387,2363,2063,2548,2997,2940,2329,4903,4823,2425,1572,2336,1742,1329,810,1882,1086,750,450,1173,1504,2457,1184,1485,1243,1671,2009,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
