报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),195674,186058,181432,169541,195096,114736,157201,192903,144202,143129,158765,224858,189755,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),11,7,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),689,1485,317,217,131,97,5,87,123,97,3325,4089,610,
应收账款(万元),118752,102301,107500,80118,136026,94427,128596,66005,83734,60745,64380,62936,58882,
预付款项(万元),15260,16778,11465,9251,7044,5496,5123,6007,4765,7036,12425,7791,41425,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),668,499,269,71,6,6,--,17,94,1,25,142,122,
应收股利(万元),--,--,--,--,333,2000,--,--,2000,--,--,--,--,
其他应收款(万元),13026,11243,10416,7004,11245,11167,9788,7340,15693,16802,7636,32024,22639,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),204609,143073,151381,151255,153256,126213,139470,146418,121771,130877,139915,98284,122841,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,12000,12000,12000,12000,12000,--,--,3400,--,--,
其他流动资产(万元),87515,99306,65972,97463,61403,78628,12900,3167,18119,38308,12955,1020,12800,
流动资产合计(万元),636204,560750,528753,526921,576542,444772,465083,433944,390500,396995,402826,431143,449073,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),226283,246510,284552,293313,265077,238608,243563,294834,259233,157700,128277,64698,67938,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),10643,12413,11424,13458,1832,1970,2006,2315,2229,2857,--,--,--,
长期股权投资(万元),28704,26028,68554,68519,67177,67610,65020,65074,64777,64667,60225,84058,70404,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),7417,7206,5761,6867,5892,5970,6044,6115,6059,6200,4034,4371,4589,
固定资产原值(万元),--,211628,--,211227,--,208650,209242,209139,--,192762,174135,216629,134944,
累计折旧(万元),--,79057,--,75353,--,71773,70140,68150,--,65177,56628,50400,42906,
固定资产净值(万元),--,132571,--,135874,--,136878,139102,140989,--,127585,117506,166229,92038,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),130483,132571,135253,135874,137509,136878,139102,140989,142715,127585,117506,166229,92038,
在建工程(万元),59306,54467,51250,46020,40359,34665,28825,23259,18237,21464,15864,18867,7327,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),37294,37777,39918,39704,40020,40642,40923,41129,41454,41162,25588,35698,21130,
开发支出(万元),3710,3524,847,1094,--,--,--,--,--,--,--,--,--,
商誉(万元),50059,50059,50059,50059,50059,50059,50059,50059,50059,50444,50444,50651,50458,
长期待摊费用(万元),2084,1896,1517,1485,1341,1586,1752,2055,2333,2545,3290,3821,3520,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),904,904,712,883,769,769,653,835,935,1024,840,721,671,
其他非流动资产(万元),42224,47073,41320,41320,14039,14039,13759,13720,27314,31957,28434,12679,10750,
非流动资产合计(万元),599111,620428,691167,698597,624073,592795,591706,640385,615345,507606,434503,441793,328825,
资产总计(万元),1235314,1181178,1219920,1225518,1200614,1037567,1056789,1074329,1005845,904601,837329,872937,777898,
短期借款(万元),--,--,--,--,--,--,--,--,3500,5000,6500,6800,11600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),689,4210,326,1258,207,440,650,320,1812,7642,18439,16529,10760,
应付账款(万元),339185,265929,281283,271500,293045,247723,257155,253786,210640,203324,193475,150328,146194,
预收账款(万元),29504,28472,25990,30995,26048,24329,47639,24053,25653,25871,27313,69591,36155,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),25248,19056,15068,25180,21497,17438,12672,23395,13342,21540,19659,18047,19011,
应交税费(万元),5255,3165,3146,3896,4509,1105,2000,3643,1192,3473,2554,4982,8310,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,7,9,
应付股利(万元),20,13278,--,13258,--,--,--,--,31179,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),29753,30573,32756,27046,26153,24590,25849,23054,25410,19388,16143,51237,20771,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,699,777,948,863,838,786,757,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,9528,9682,8709,6846,5367,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,24970,
其他流动负债(万元),10725,11053,10725,10841,15708,11232,--,--,--,--,--,422,1388,
流动负债合计(万元),440381,375737,369294,383974,387168,326857,356191,338710,322385,293946,290289,324138,283880,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,5409,3955,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),8015,8168,8401,8724,8398,8536,7538,7633,8238,8849,1511,--,--,
递延所得税负债(万元),3019,3264,3354,3372,3228,3323,3117,4035,5250,5268,1080,1758,1259,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,10058,3806,
非流动负债合计(万元),11033,11432,11756,12096,11626,11859,10655,11668,13488,14117,2591,11815,5066,
负债合计(万元),451414,387169,381049,396070,398794,338716,366846,350378,335873,308063,292879,335954,288946,
实收资本(或股本)(万元),123384,123384,123384,123384,123384,113513,113513,113513,113513,113513,113513,113513,113513,
资本公积(万元),257229,261947,261947,261947,262112,207300,207300,207300,210076,212087,212445,256487,258244,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,690,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),53956,53956,53956,53956,47643,47643,47643,47643,40738,40821,34750,28974,24333,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),220257,202477,208364,189700,216405,203284,185583,168282,143327,144431,121278,98376,74713,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),791338,799409,843269,833569,804990,702470,693949,727067,670940,595806,541066,497350,470113,
少数股东权益(万元),-7437,-5400,-4398,-4121,-3170,-3618,-4006,-3116,-968,731,3383,39633,18839,
所有者权益(或股东权益)合计(万元),783901,794009,838870,829448,801820,698851,689943,723951,669972,596537,544449,536983,488952,
负债和所有者权益(或股东权益)总计(万元),1235314,1181178,1219920,1225518,1200614,1037567,1056789,1074329,1005845,904601,837329,872937,777898,		
  
