报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),4561,6450,9362,12519,22732,27887,32300,34134,13165,10123,11207,26089,6003,7076,7650,15234,26984,25092,18460,20491,35549,23818,25853,21729,27086,18187,18267,28690,20783,26014,19700,24879,2204,5778,8232,5442,6179,5919,3502,4925,4402,2961,3462,4179,982,965,98,1773,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收票据(万元),443,36,733,253,479,1031,1257,227,147,4565,4538,1430,2997,6457,4302,6397,2995,8035,13861,10408,7916,10243,9631,3186,14992,19692,14432,11469,7055,6388,11414,9161,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收账款(万元),19161,17462,15216,10508,14875,12395,12008,11936,8040,9472,14156,14198,9309,8673,8987,9500,13900,9170,10685,9963,7944,4300,8718,7767,2229,6899,6029,6945,4154,4525,3900,5005,172,168,60,66,108,101,99,67,69,58,116,68,128,88,111,189,
预付款项(万元),2891,2963,3665,1506,3061,2923,1706,1872,10736,13724,6373,6563,9542,8783,11450,9645,13785,8818,8888,11744,27781,21851,18984,19085,18771,15314,14866,13779,20319,22212,20222,19430,2311,1985,2692,1780,6117,4804,3843,3485,2467,1246,967,870,7,14,1,15,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
