报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
货币资金(万元),20979,20667,6121,3996,4123,2231,1620,1251,1978,956,620,987,3643,
结算备付金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应收票据(万元),140,323,357,161,157,351,148,214,126,520,189,169,487,
应收账款(万元),3749,3140,3311,3539,2951,2892,2904,2946,2908,2557,2942,2671,2195,
预付款项(万元),135,107,224,206,153,175,135,171,643,362,253,160,202,
应收保费(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
其他应收款(万元),112,229,558,450,564,513,456,505,447,542,383,413,117,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
存货(万元),4957,4805,4105,4064,3918,3678,3623,3532,3421,3681,2786,2962,2424,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),30074,29270,14676,12416,11866,9840,8887,8618,9523,8619,7173,7362,9068,
发放贷款及垫款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,0,--,--,--,--,--,--,284,261,361,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,13541,--,--,--,--,--,11566,11122,10512,9796,9559,8681,
累计折旧(万元),--,5345,--,--,--,--,--,3086,2923,2578,2153,1721,1172,
固定资产净值(万元),--,8196,--,--,--,--,--,8480,8199,7934,7644,7838,7508,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),8224,8196,8428,8716,8325,8261,8378,8480,8199,7934,7644,7838,7508,
在建工程(万元),42,42,42,42,147,183,272,90,--,--,--,--,--,
工程物资(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
无形资产(万元),1559,1564,1562,1329,1333,1348,1365,1374,1383,1399,1404,1429,1465,
开发支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),161,152,150,197,183,182,201,175,158,173,209,218,239,
其他非流动资产(万元),67,67,26,33,344,155,--,--,--,--,--,--,--,
非流动资产合计(万元),10052,10020,10208,10317,10332,10129,10217,10119,9739,9507,9540,9746,9574,
资产总计(万元),40125,39290,24884,22732,22198,19969,19104,18737,19263,18125,16713,17108,18642,
短期借款(万元),196,194,297,205,107,130,80,153,155,178,--,--,5100,
向中央银行借款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应付账款(万元),709,929,576,512,561,550,682,915,721,656,910,1238,1935,
预收账款(万元),119,90,136,233,308,205,185,175,177,268,259,192,323,
卖出回购金融资产款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),207,191,224,167,221,169,185,166,137,201,157,164,139,
应交税费(万元),450,305,476,388,475,347,495,504,447,540,568,499,545,
应付利息(万元),--,--,--,0,--,2,3,13,--,--,--,--,--,
应付股利(万元),--,--,--,0,--,--,--,--,--,--,--,--,1025,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),183,193,297,391,339,333,283,233,702,748,257,137,1425,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),54,53,56,28,683,642,644,644,--,1835,1844,--,--,
其他流动负债(万元),--,--,--,0,--,--,--,--,1846,--,--,--,--,
流动负债合计(万元),1918,1954,2063,1923,2694,2377,2558,2803,4184,4427,3996,2230,10492,
长期借款(万元),468,506,592,492,481,458,454,455,--,--,--,3771,--,
应付债券(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
长期应付款(万元),34,37,42,17,26,38,58,45,91,102,--,--,--,
专项应付款(万元),--,--,--,0,--,--,--,--,70,--,--,--,--,
预计非流动负债(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),395,407,429,452,475,498,520,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,
