报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),393219,408892,528308,446988,491819,438726,405887,632172,413700,300737,206734,307787,279783,278997,266522,222999,274592,261231,226619,196907,195645,157189,170131,126938,116685,122299,140167,118183,147946,152936,198644,66035,50348,56280,74757,27846,37565,33479,33823,40116,38859,31605,39064,32049,32183,--,28716,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
交易性金融资产(万元),2507,3920,1565,897,1081,1388,1206,228,234,--,--,--,357,1,--,52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应收票据(万元),282308,261053,207465,304812,251172,184688,142143,149142,163164,146934,126022,184723,178617,171708,122347,202611,215831,184361,172204,241253,249003,198642,173873,234587,255719,179148,152373,223911,236776,175509,119451,185926,199117,138327,89275,135664,88043,42550,17689,25948,41686,38213,24129,35261,40242,--,14503,
应收账款(万元),207028,221113,178042,157181,204833,136680,111896,138072,195005,147334,133586,137782,199331,146309,116019,114719,151625,114481,85526,96351,115080,88015,75376,89641,100167,72765,57122,60815,81502,50310,37256,44907,59008,39154,31711,28515,36721,28942,28228,39782,34564,35600,22385,25858,16606,--,27051,
预付款项(万元),15674,17242,20011,30078,28984,19242,13471,9379,8097,7787,6767,5834,10252,11456,9250,7553,6853,7078,7364,6157,16054,8308,4941,17257,16367,19300,23749,19370,16590,15909,18703,13963,20475,11527,10972,7832,8666,10785,13494,5074,7001,12079,7744,5468,13525,--,5224,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
应收利息(万元),169,94,469,348,323,296,265,223,190,154,124,91,58,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,30,0,--,--,0,--,204,
其他应收款(万元),6377,3873,6436,11049,6854,6710,3955,2788,3997,2669,3841,3236,3977,3451,2873,2163,2604,3573,2012,29427,25058,3197,3129,2055,1113,5037,4151,4287,6927,5383,6142,7993,4909,7043,1833,2397,2314,4950,4020,5652,4749,4482,3957,3565,3311,--,1769,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
存货(万元),342114,323942,291810,230064,258254,258087,197453,142616,159137,153277,154392,148988,154757,169565,176576,143065,163237,166520,159387,124939,143136,172635,150331,144258,147046,173811,186061,161030,170948,194328,158331,113285,125546,120775,105270,45245,38909,49450,53804,80324,97887,74657,65081,60814,63612,--,33700,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,--,0,--,0,
一年内到期的非流动资产(万元),--,--,4450,4520,4613,4698,1263,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
其他流动资产(万元),195516,133738,80189,211643,186768,186970,145435,4170,3044,1840,53910,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,641,389,--,0,
流动资产合计(万元),1444912,1373867,1318744,1397580,1434701,1237485,1022972,1078790,946567,760732,685376,818440,827131,781518,693587,693162,814742,737244,653111,695034,743975,627987,577781,614736,637095,572360,563623,587596,660688,594375,538527,432110,459403,373106,313818,247499,212219,170154,151059,196896,224775,196637,162360,163657,169867,--,111167,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
可供出售金融资产(万元),3100,3100,3100,4090,3100,1700,1700,1700,1700,1700,1700,500,500,550,550,550,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,302,5621,13401,20581,22870,21953,16622,0,21784,0,0,--,0,--,4086,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,12227,0,0,--,--,0,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1265,0,--,0,--,0,--,0,--,0,0,--,--,0,--,0,
长期股权投资(万元),7246,8608,9053,9439,9025,9321,8164,9818,7880,7043,7424,6648,7810,5029,1421,1988,2871,2939,2950,3098,3272,3382,3515,3587,3610,3653,3691,2676,2661,1647,1792,1756,3759,3863,3703,3221,3221,3206,3206,3149,3147,5115,5312,5286,5267,--,5241,
