报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),22117,23984,13046,31446,28501,31614,36782,38645,33893,32024,44765,27000,47908,27220,29662,30066,25141,29014,23119,25791,27121,29200,23458,30267,20375,27847,12497,23766,10808,7357,10870,10766,12664,10251,14412,19167,9264,7240,6557,7828,6060,6293,8050,6336,7873,6568,6269,6181,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
应收票据(万元),833,198,252,727,1549,2115,1746,1332,1483,1350,1922,3062,1554,1389,1429,1280,385,5257,2070,7528,2986,4837,3056,9058,4848,4961,2936,10146,1194,2654,8399,5153,1784,2218,1006,1848,1375,73,317,652,1279,821,1331,624,628,500,632,942,
应收账款(万元),7500,2989,5413,4726,13038,42389,38789,39664,38660,39289,48049,37224,37667,36306,30198,33784,52385,55115,52572,44325,50506,45072,42427,31441,32324,27887,25449,25252,29058,28640,24781,21738,28716,24752,22526,21271,22849,20152,18244,19266,15914,13072,13654,12090,11273,13029,12538,11029,
预付款项(万元),7183,7546,4343,9248,14054,10255,9809,7097,5782,13167,5903,4216,5944,6244,11253,3141,18545,19839,18485,17405,34070,18135,27791,41838,44270,28841,18069,10532,19715,5477,5572,7360,13892,7053,9359,5414,7432,7313,7278,7656,8357,9181,13637,13288,11984,7414,5425,8034,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1801,--,--,--,--,--,--,--,155,--,--,--,930,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
其他应收款(万元),499,519,1687,1416,28705,27568,25322,28180,2521,2331,2371,2645,6808,8417,9198,5817,4809,4943,21065,4092,3042,1740,2465,3000,5210,5595,2293,1853,4784,3096,2675,3700,4004,4226,4042,3237,2432,3035,2655,2651,3994,6268,5839,5253,4123,2524,3556,3159,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,--,--,0,
