报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),20259,23008,1656,1530,3728,8497,2598,778,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,50,1364,175,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,
应收账款(万元),5830,6890,8002,5196,4303,4761,4502,15245,
预付款项(万元),283,342,151,36,110,160,207,100,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),305,276,298,151,87,220,534,536,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),35579,34760,38014,38181,29981,30992,30066,10356,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),627,833,479,445,431,2930,491,704,
流动资产合计(万元),62882,66110,48600,45539,38640,47610,39761,27895,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),1231,1066,1105,1085,--,--,--,1625,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),699,--,--,--,--,--,--,--,
固定资产原值(万元),--,23996,24087,24095,22992,--,--,--,
累计折旧(万元),--,12808,12538,12117,10324,--,--,--,
固定资产净值(万元),--,11188,11550,11978,12667,--,--,--,
固定资产减值准备(万元),--,374,374,374,374,--,--,--,
固定资产(万元),10548,10815,11176,11604,12294,10714,11475,11719,
在建工程(万元),1615,1367,1416,931,1034,3420,1045,1019,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),2868,2899,2923,2921,2961,2882,2947,3682,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),434,435,437,437,432,424,416,--,
长期待摊费用(万元),1320,1332,1218,1276,1419,2211,1964,1337,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),3976,4306,5257,5274,4018,3631,3042,569,
其他非流动资产(万元),16,16,25,44,227,6,224,303,
非流动资产合计(万元),22708,22236,23556,23573,22386,23288,21112,20255,
资产总计(万元),85590,88346,72156,69112,61026,70899,60873,48150,
短期借款(万元),13448,15902,17844,17969,16846,23107,16554,11500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,1242,389,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,
应付账款(万元),8005,6378,10267,8197,7215,13137,11828,8892,
预收账款(万元),116,179,283,127,283,318,373,153,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),540,547,706,678,528,469,375,305,
应交税费(万元),810,699,472,1218,641,930,734,241,
应付利息(万元),16,20,39,23,18,2,0,--,
应付股利(万元),--,--,--,--,--,59,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),376,1387,484,505,365,4201,3076,159,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,1016,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),23312,26129,30095,28716,27138,42612,32941,21250,
长期借款(万元),332,--,1380,1387,1299,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),225,232,239,246,15,--,--,--,
递延所得税负债(万元),--,--,--,--,--,8,205,26,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),557,232,1619,1633,1314,8,205,26,
负债合计(万元),23868,26360,31713,30350,28452,42619,33145,21276,
实收资本(或股本)(万元),25334,25334,19000,19000,19000,19000,18897,13228,
资本公积(万元),19326,19326,5647,5639,5521,5528,1792,2820,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),1466,1466,1466,1466,803,313,1463,949,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),10489,10486,8957,7478,3284,40,2036,8556,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),57232,57439,36048,34603,29104,24909,24188,25553,
少数股东权益(万元),4490,4546,4395,4160,3470,3371,3540,1321,
所有者权益(或股东权益)合计(万元),61722,61985,40443,38762,32574,28279,27728,26874,
负债和所有者权益(或股东权益)总计(万元),85590,88346,72156,69112,61026,70899,60873,48150,		
  
