报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),89081,74662,72616,106866,113296,139171,101482,80869,148244,167785,116809,141646,136467,119327,100717,115788,108220,51528,--,64972,61649,26488,27315,16275,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),11776,36550,57700,41300,20130,20140,19080,42200,26040,8993,2270,4858,20620,20999,6000,10804,3790,3300,--,14615,7350,7400,2590,--,
应收账款(万元),183651,168474,162935,174017,188496,182879,159984,154552,155573,122247,141669,141523,162309,128614,148682,140482,161057,136895,--,100407,86203,59156,40656,19032,
预付款项(万元),12932,10266,18173,17760,14968,11523,7387,8179,10841,10829,8188,16204,16097,11483,14517,20000,25865,6500,--,22010,18511,16285,9700,3271,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
应收利息(万元),1246,51,--,--,981,--,216,454,165,165,--,--,--,52,--,0,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他应收款(万元),19209,19525,5161,6008,27554,44476,149,150,171,90,56,56,2735,73,55,56,23,597,--,620,30,172,7,73,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
