报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),90726,11369,13643,29564,11050,3973,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),--,--,--,--,2,--,
应收账款(万元),3770,3074,1885,4379,2805,3487,
预付款项(万元),2041,1932,2216,1961,2176,870,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),15665,15335,14623,11818,20662,7778,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),3003,2496,2550,1758,1445,1006,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),30934,22179,17154,11967,3887,12000,
流动资产合计(万元),146139,56385,52071,61448,42027,29114,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,2,87,294,563,
长期股权投资(万元),5565,5308,5072,5308,536,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,119657,108600,88704,72035,--,
累计折旧(万元),--,46815,40434,30354,21266,--,
固定资产净值(万元),--,72842,68166,58350,50769,--,
固定资产减值准备(万元),--,--,--,583,--,--,
固定资产(万元),76913,72842,68166,57767,50769,39391,
在建工程(万元),1363,1815,1692,1902,964,1818,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),143,148,158,121,127,80,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),1544,1544,1544,1674,--,--,
长期待摊费用(万元),56296,53102,50864,44880,39746,31668,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),10,8,5,158,38,13,
其他非流动资产(万元),13316,15284,14162,7736,4834,6505,
非流动资产合计(万元),155150,150051,141665,119634,97308,80039,
资产总计(万元),301289,206436,193736,181082,139335,109153,
短期借款(万元),--,--,--,--,--,7000,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),24446,23637,22702,26895,20221,13398,
预收账款(万元),34185,30144,29460,28685,21563,15332,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),3062,3068,7095,4516,1342,1381,
应交税费(万元),4030,4168,1848,3900,2112,1485,
应付利息(万元),27,27,31,60,146,91,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),5467,4414,4091,4542,1544,9376,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),1876,1876,1608,5000,4940,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),73093,67333,66835,73597,51868,48063,
长期借款(万元),16895,16895,17967,29575,50835,39200,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),16485,15006,13817,10394,8432,5558,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),33380,31901,31784,39969,59267,44758,
负债合计(万元),106474,99234,98619,113566,111135,92820,
实收资本(或股本)(万元),45300,40000,40000,40000,20000,20000,
资本公积(万元),75498,3607,3607,3607,--,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),7646,7646,5814,1619,1061,497,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),66372,55948,45696,22289,6640,-4648,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),194816,107201,95117,67516,27701,15848,
少数股东权益(万元),--,--,--,--,499,484,
所有者权益(或股东权益)合计(万元),194816,107201,95117,67516,28200,16333,
负债和所有者权益(或股东权益)总计(万元),301289,206436,193736,181082,139335,109153,		
  
