报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),38594,55050,112218,146506,23943,21539,20714,48658,51806,68284,10511,6211,5246,16704,22396,25279,26994,26719,23681,21103,14145,24000,18739,46838,32923,5075,4006,5837,6458,11508,10929,16568,14634,10227,10143,9046,13795,36829,37768,17405,18126,34917,37454,42855,34130,35356,47580,47496,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,59,65,56,75,64,51,49,44,42,47,47,41,42,40,41,43,41,41,44,46,46,49,50,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,40,62,--,14,--,--,42,370,788,548,80,295,757,913,665,199,434,495,2933,150,232,490,76,96,588,516,30,20,122,1022,20,30,4,177,103,124,144,184,1,53,80,--,
应收账款(万元),163829,166971,150812,123899,115792,112501,95668,84578,85753,59908,14941,13950,12096,12186,13190,10647,11593,10852,12675,10993,11003,12293,14511,10667,19252,18671,17333,14662,23538,23359,24761,21150,21124,22671,21977,21074,21970,21871,20267,20050,19658,19651,15475,15664,19028,14906,15182,13896,
预付款项(万元),41595,26869,30066,635,22210,5231,6212,12548,15447,8120,9153,8663,2975,3283,2076,2635,6884,5844,8649,6944,8355,4886,5906,3974,3095,3173,2722,3427,4783,5463,5744,5158,7976,7184,7783,6914,9895,9679,10900,9306,9994,8419,8515,7932,8979,10239,10585,8880,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,--,--,--,--,
