报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),121567,151277,193073,189420,187383,96730,123405,38833,41468,64072,33415,27796,22912,26147,34913,35670,18513,26136,15248,17503,22100,29917,28625,27784,38870,8655,6864,10590,2067,1756,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),287,395,3818,6603,6276,5739,3009,366,346,557,973,849,328,1961,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,72,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2109,3613,3547,3273,1557,1633,1668,3228,2234,1264,1555,1883,746,1262,395,1479,405,1006,384,208,53,367,175,180,100,--,--,47,--,--,
应收账款(万元),198390,203102,191470,169465,176820,176707,160104,143595,121751,114967,87640,64554,53762,57035,50998,48423,38089,38883,35096,34001,30161,30424,25897,23652,15753,11789,9572,9560,5248,4479,
预付款项(万元),31178,12183,28208,19859,13853,8200,17836,6517,9256,6220,24750,9942,7364,4240,5982,4234,3905,4426,1904,1406,800,673,1128,646,1026,782,4112,570,683,894,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,1852,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82,82,82,82,--,--,--,--,--,--,--,--,
应收股利(万元),1735,1735,1735,1735,1735,1735,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),17503,13500,13838,12710,15651,11530,12846,8041,8175,7187,7185,6253,3801,4327,3797,4609,3345,3533,3378,2389,1892,1221,1897,1557,1362,711,974,891,1042,1805,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),331433,313485,284439,262886,237646,197632,162112,143331,123013,113846,84949,49017,44905,38939,41839,34077,31343,28122,34375,28604,25098,22048,21744,18390,17040,20744,22944,21434,18606,11518,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,816,818,808,854,909,--,--,--,--,--,--,4,11,--,9,34,55,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),29930,107228,10194,8511,10830,12070,52270,14170,8897,5619,424,11720,10258,15861,19,229,235,267,--,--,--,9,--,--,--,--,--,--,--,--,
流动资产合计(万元),734131,809186,731141,675270,652606,512884,533249,358080,315140,313732,240891,172015,144080,149784,137942,128729,95869,102428,90468,84193,80187,84741,79467,72208,74152,42681,44466,43093,27646,20525,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),10469,10469,12236,11941,11078,8590,5752,6015,5679,2556,1316,1316,916,305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,1047,1032,1264,1206,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),14429,9929,8980,9442,9442,8536,6533,1691,626,126,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3425,3463,3142,3015,3033,3052,3075,2572,2581,2596,2425,2347,2360,2162,2175,2188,2201,2214,2227,2240,2253,2266,2279,2292,--,--,--,--,--,--,
固定资产原值(万元),--,118785,--,107155,--,96473,--,91483,--,90058,--,23281,--,9341,--,8826,--,7500,--,5660,--,5047,--,3783,--,3118,2592,2484,--,--,
累计折旧(万元),--,36933,--,34317,--,31249,--,33345,--,29468,--,3625,--,3155,--,2672,--,1896,--,1578,--,1305,--,1120,--,1028,877,731,--,--,
固定资产净值(万元),--,81852,--,72838,--,65224,--,58138,--,60590,--,19655,--,6185,--,6154,--,5604,--,4082,--,3742,--,2663,--,2090,1715,1753,--,--,
固定资产减值准备(万元),--,941,--,949,--,973,--,1017,--,1027,--,--,--,--,--,2,--,2,--,8,--,8,--,9,--,9,9,12,--,--,
固定资产(万元),82751,80911,71228,71889,65651,64251,59157,57122,56813,59563,52718,19655,6956,6185,6153,6152,5905,5601,4490,4074,3667,3734,3088,2654,2001,2080,1706,1741,1040,505,
在建工程(万元),1652,2735,4293,3793,3453,2917,3963,2752,583,455,1855,1147,11807,11688,7636,6420,5524,5166,4654,4034,2158,398,317,309,2001,2001,1783,1370,21,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,--,0,--,0,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),60867,60986,62119,62774,64178,42949,43738,43341,43554,43854,6312,3187,3206,3225,3255,3259,3283,3316,3261,3260,3285,3279,3242,3262,3281,3298,33,33,14,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),264578,264578,264456,264548,268610,170172,155155,101014,98959,97106,55602,18400,18400,18400,18369,18369,4152,4152,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1727,1630,1795,1997,2622,1525,1577,1558,1598,1662,1541,1240,1289,115,122,124,139,152,147,104,118,142,141,146,167,202,201,223,229,159,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),16616,17496,9893,8669,4456,4479,3483,3211,3095,3095,2373,1280,1171,1192,1035,1033,885,885,525,525,465,465,288,300,262,262,369,225,211,137,
其他非流动资产(万元),4190,4391,3135,1753,1772,2227,1617,4414,4506,2232,1329,1488,1767,2528,158,171,178,206,371,385,415,415,--,--,--,--,--,--,--,--,
非流动资产合计(万元),460704,456589,441279,439821,434295,308697,285097,224722,219258,214450,125671,50061,47873,45800,38908,37717,22267,21692,15677,14622,12361,10698,9356,8962,7712,7844,4092,3592,1516,802,
资产总计(万元),1194835,1265775,1172419,1115091,1086901,821581,818345,582802,534397,528183,366562,222077,191953,195584,176851,166446,118137,124120,106145,98816,92548,95440,88823,81170,81864,50524,48558,46686,29162,21327,
短期借款(万元),84687,191673,194609,188695,184182,57910,62020,70420,62962,59021,52736,24127,15210,17968,14230,11011,12085,14093,9000,7000,5200,4000,5000,4300,7300,7300,5000,4400,2200,800,
