报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),45,86,47,74,14,34,--,--,3,12,--,--,--,1,3,1,18,23,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,6,0,0,
其他流动资产(万元),136862,55499,97123,89011,139543,243436,246347,235696,67610,91594,83025,83085,81603,41174,40621,24855,21809,22910,19214,5356,6559,3950,31,60,23,51,11,14,9,6,122,11,5,9,18,37,0,19,0,
流动资产合计(万元),595382,456423,623858,603184,633547,700654,707132,662395,651290,278859,238111,206588,174070,157800,140314,119928,112764,108275,93658,82835,81042,76643,59962,60181,56702,64496,60217,59650,60093,62178,58352,58280,59741,61528,11685,11799,8959,5854,2885,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),41455,44735,2863,3013,3136,3012,3000,3000,3000,1500,1500,1500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6300,4500,6650,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),4267,4427,4677,629,461,555,653,706,4,4,4,4,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,100,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
投资性房地产(万元),--,--,8375,8401,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),--,229865,--,213432,--,109922,--,83459,--,75694,--,58597,--,50826,--,47390,--,38488,--,29444,--,27042,--,26202,--,24640,--,22128,--,18569,--,16953,--,12395,0,9484,6604,0,1718,
累计折旧(万元),--,57313,--,85282,--,33678,--,25789,--,29127,--,23857,--,20196,--,17658,--,13801,--,11666,--,10255,--,10575,--,8776,--,6667,--,5425,--,3869,--,2633,0,2105,1499,0,1025,
固定资产净值(万元),--,172552,--,128151,--,76244,--,57670,--,46567,--,34740,--,30630,--,29732,--,24687,--,17778,--,16788,--,15627,--,15864,--,15462,--,13144,--,13084,--,9762,0,7379,5105,0,694,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产(万元),167697,172552,127446,128151,100413,76244,63228,57670,48412,46567,40374,34740,30832,30630,30583,29732,27253,24687,19373,17778,16712,16788,16098,15627,16101,15864,15868,15462,14724,13144,13536,13084,11561,9762,8587,7379,5105,3592,694,
在建工程(万元),48600,44572,27872,7445,20368,13321,895,119,--,--,78,55,158,--,--,--,--,--,--,47,--,--,15,11,83,--,--,--,--,--,14,0,--,0,1,39,1053,88,0,
工程物资(万元),21080,17851,103,103,103,93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),68324,69997,53287,50188,39799,12568,10887,9314,9581,7847,7633,6413,6831,5867,4623,4657,4398,4173,4153,4159,3904,3728,2390,2414,2553,2377,2034,1446,1463,1427,1097,1060,524,197,118,96,0,0,0,
开发支出(万元),4288,3172,4766,7301,7416,5605,5153,4287,1968,2839,2164,2788,1561,1582,2016,1268,1022,1087,978,746,655,427,1586,1140,718,761,687,913,760,563,614,395,671,798,669,441,290,0,0,
商誉(万元),61798,61798,61933,61933,55332,596,596,596,596,596,596,596,596,241,241,241,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,--,0,0,0,0,0,0,
长期待摊费用(万元),3454,2387,2108,2200,2297,2067,916,713,784,858,695,699,410,367,268,302,166,184,208,258,186,245,239,275,226,249,224,250,226,248,256,276,296,304,288,196,44,73,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延所得税资产(万元),9203,7480,3455,3339,794,645,634,561,550,503,526,469,853,1278,699,457,656,704,429,420,396,380,243,243,238,231,187,184,166,170,111,106,102,102,37,34,35,14,13,
其他非流动资产(万元),55592,140880,39473,39495,53925,50907,16741,11000,11000,11000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),485758,569849,336357,312198,284045,165612,102701,87966,75893,71714,53570,47265,41246,39966,38431,36657,33521,30860,25167,23433,21879,21593,26897,24236,26595,19508,19026,18281,17366,15579,15655,14947,13155,11163,9799,8185,6528,3768,707,
资产总计(万元),1081141,1026272,960215,915382,917592,866265,809833,750361,727184,350574,291681,253853,215316,197766,178745,156585,146285,139135,118825,106269,102922,98236,86859,84417,83297,84004,79243,77931,77459,77757,74007,73228,72896,72690,21484,19984,15487,9622,3592,
短期借款(万元),88382,65496,29569,21373,30736,--,--,--,2568,2581,2529,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付票据(万元),--,755,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付账款(万元),74383,70332,77527,67261,64729,47583,49778,43916,38928,30557,30138,26529,19566,14359,17227,12243,11918,11073,8857,7785,7006,4052,1996,2076,1450,2206,1859,1486,1481,1915,543,837,832,623,627,278,135,212,170,
预收账款(万元),8904,8916,13148,8604,7510,7262,6859,7372,7535,7745,4176,4863,4376,5049,5866,5688,5339,5499,2281,2375,2469,3091,199,247,464,1371,204,439,381,328,172,169,54,435,180,264,156,81,69,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),7817,16084,8729,9055,6672,10919,8773,6854,4702,8256,6336,4051,2943,6079,4901,3226,2254,3879,2492,2094,1711,2040,1634,1387,611,1214,458,544,387,723,377,349,296,431,246,157,187,81,96,
应交税费(万元),16946,15107,12215,10728,10780,35959,18194,8970,13258,6460,7298,4757,4693,2565,3346,1682,1730,1748,1812,985,1109,1284,716,471,348,672,572,666,383,590,374,282,250,242,321,605,509,629,212,
应付利息(万元),374,299,155,21,403,143,75,7,14,12,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),27386,15707,5548,5379,7717,2181,1614,1257,1211,16101,15454,15174,420,1153,547,511,227,741,214,208,390,265,338,385,444,378,122,379,267,213,162,156,117,117,143,33,13,40,50,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),224192,192697,146891,122421,128547,104046,85293,68377,68217,71712,65942,55374,31998,29206,31889,23350,21468,22941,15655,13447,12686,10733,4884,4567,3316,5841,3216,3514,2900,3769,1628,1794,1549,1847,1517,1336,999,1043,596,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,789,817,216,244,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),22074,22074,22074,22074,22074,22074,22074,22074,22161,22074,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2004,2004,370,400,458,458,458,458,458,229,229,229,229,229,--,0,--,0,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),10475,7949,8150,3807,4152,4470,5185,5579,5233,5367,5448,4855,4837,4964,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,
递延所得税负债(万元),5551,5903,5971,6264,3900,33,29,28,28,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2301,2355,344,366,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动负债合计(万元),38469,36301,36544,32617,30602,26577,27287,27681,27422,27468,5448,4855,4837,4964,2301,2355,2348,2370,370,400,458,458,458,458,458,229,229,229,229,229,0,0,--,0,789,817,216,244,0,
负债合计(万元),262662,228998,183435,155038,159150,130623,112580,96058,95638,99180,71391,60229,36836,34169,34189,25705,23816,25311,16026,13847,13144,11191,5342,5025,3774,6070,3445,3743,3129,3998,1628,1794,1549,1847,2305,2152,1215,1286,596,
实收资本(或股本)(万元),243216,241142,241115,240970,80336,80154,79944,79328,78938,70798,70434,69938,31748,31730,31634,31368,15691,15676,15658,15529,15428,15421,15421,15421,15421,15421,15421,15421,15421,15421,15421,15421,9071,9071,6771,6771,6571,1182,1000,
资本公积(万元),228722,216682,220414,218232,376839,374663,370312,364008,360648,12676,9503,7138,44515,44012,42841,40688,56053,55531,54840,52412,50171,49602,49045,48780,48695,48557,48284,48284,48284,48284,48284,48284,54634,54634,5668,5668,4448,3882,64,
减:库存股(万元),9624,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),39043,39043,30751,30751,30751,30751,18231,18231,18231,18231,9840,9840,9840,9840,5070,5070,5070,5070,2719,2719,2719,2719,1753,1753,1753,1753,1180,1180,1180,1180,751,751,751,751,322,322,322,591,517,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),321254,299497,281984,266345,264432,244788,223882,190849,172227,148056,129119,105538,91172,78071,65062,53805,45707,37607,29646,21822,21494,19330,15327,13468,13686,12235,10940,9320,9454,8878,7923,6978,6890,6387,6416,5070,2930,2632,1397,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-50,-50,-51,-60,-64,-61,-35,-27,-29,-30,-33,-33,-28,-17,-10,-4,--,0,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),817398,795125,772487,755287,753999,731999,693350,653304,630532,250309,219149,192398,177223,163597,144555,130880,122470,113823,102800,92422,89777,87045,81517,79392,79523,77934,75798,74188,74330,73759,72379,71434,71347,70843,19178,17832,14272,8287,2978,
少数股东权益(万元),1081,2149,4294,5057,4444,3643,3903,1000,1014,1085,1142,1227,1257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,49,18,
所有者权益(或股东权益)合计(万元),818479,797274,776780,760344,758443,735642,697253,654304,631546,251394,220291,193624,178480,163597,144555,130880,122470,113823,102800,92422,89777,87045,81517,79392,79523,77934,75798,74188,74330,73759,72379,71434,71347,70843,19178,17832,14272,8336,2996,
负债和所有者权益(或股东权益)总计(万元),1081141,1026272,960215,915382,917592,866265,809833,750361,727184,350574,291681,253853,215316,197766,178745,156585,146285,139135,118825,106269,102922,98236,86859,84417,83297,84004,79243,77931,77459,77757,74007,73228,72896,72690,21484,19984,15487,9622,3592,		
  
