报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),94815,91252,102957,83665,79469,86405,72489,62205,44531,43444,36425,29048,13030,20923,10830,12496,13357,18252,25276,31499,43479,71548,24694,42620,46624,50455,52073,32094,29280,31714,30699,17983,30010,65332,60749,61429,35414,38263,38179,53591,42440,79452,72239,40267,29665,65267,47767,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1013,659,587,757,--,500,--,--,153,6913,1758,4993,4217,9338,3973,2317,2361,1657,4280,7532,16765,22847,21603,16902,6042,26417,36115,19209,17922,23716,22396,18730,17663,22996,24261,15783,5335,12071,16804,7806,9684,16675,13664,8890,4513,8229,4172,
应收账款(万元),3570,9626,8181,3521,1154,705,1729,270,89,1104,840,1144,1410,1066,1136,4639,6679,10729,11254,19489,10688,5830,2344,310,1630,1952,637,2165,1831,3631,1392,3135,4482,8057,6708,11073,7636,8376,8628,4686,4793,5329,5528,5347,3561,5074,5283,
预付款项(万元),4331,5345,4046,5671,2421,1233,1341,1476,1436,527,570,609,748,729,592,2535,1998,896,1147,1200,1327,1728,1823,4022,2247,2668,1735,9365,7630,1209,3318,719,1803,874,1672,1738,1447,1872,2203,1235,2865,1296,1051,2945,867,307,6713,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),19,95,30,0,482,378,150,--,--,--,--,--,--,--,--,--,--,--,--,11,35,--,--,50,99,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,300,432,16,16,319,--,--,--,--,--,--,
其他应收款(万元),183,208,171,402,644,313,279,468,4678,4730,4574,2171,965,928,739,883,243,531,278,1130,549,2630,3142,2110,1819,3408,4050,6565,6615,7965,8857,13632,10532,11161,11265,11348,11595,10962,11683,13976,13568,4826,4492,721,1015,2795,3384,
