报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),19752,26363,51923,39580,38894,47760,61833,46531,67322,83834,106239,93411,79391,18937,33354,34184,35131,17335,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1246,2547,4279,2255,2528,1879,2919,144,1747,2953,6154,547,537,163,3432,2072,244,513,
应收账款(万元),57876,57860,62114,95009,90611,74868,78343,65160,56144,48166,39939,39242,30933,28700,26046,17803,13775,7199,
预付款项(万元),12081,18905,11182,7654,7614,3926,1576,4053,4017,3505,3041,3831,3875,4046,2426,1634,1798,1779,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),11639,11651,9150,9241,6055,5142,4340,5407,4664,4254,1782,5254,4523,4230,1130,1128,747,485,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25090,24848,24074,30879,27781,16199,14899,24061,28131,32693,34019,43531,49939,56915,56033,60069,33271,14934,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),7626,6961,9605,11501,948,--,--,14200,--,--,--,--,--,67,--,--,--,444,
流动资产合计(万元),135311,149136,172326,196118,174430,149774,163911,159556,162025,175405,191174,185814,169199,113058,122422,116890,84965,42691,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),452,475,536,552,552,677,677,565,526,395,395,324,295,316,316,299,86,44,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1016,1030,1044,1058,1072,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),87752,--,85017,--,83455,--,24252,--,19431,--,17258,--,16220,--,15850,9875,--,--,
累计折旧(万元),8628,--,6930,--,5273,--,4964,--,4794,--,3440,--,2700,--,2142,1295,--,--,
固定资产净值(万元),79124,--,78087,--,78181,--,19287,--,14637,--,13818,--,13521,--,13708,8580,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),79124,79708,78087,77552,78181,32019,19287,14467,14637,14643,13818,13553,13521,13534,13708,8580,5846,1400,
在建工程(万元),11202,10223,7558,7289,6005,40885,48025,39697,34956,28419,25102,20204,16596,14300,9955,9162,1625,682,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3526,3454,3503,3076,3107,3152,3190,2591,2611,2624,2645,2630,2636,2663,2664,2137,2137,647,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,10,--,--,--,--,
商誉(万元),3383,3383,3383,3383,3383,3383,3383,2553,2553,2178,1168,349,349,349,349,--,--,--,
长期待摊费用(万元),309,264,254,131,124,150,96,117,34,51,--,--,--,--,--,--,91,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3315,2970,3060,2342,2342,2533,2468,1794,2305,1314,1039,1061,1000,948,956,548,208,117,
其他非流动资产(万元),16987,16843,16843,2,6,9,13,93,57,66,75,55,61,66,72,199,--,--,
非流动资产合计(万元),119314,118351,114268,95386,94772,82808,77138,61877,57679,49690,44242,38177,34457,32187,28020,20925,9993,2889,
资产总计(万元),254625,267487,286594,291504,269202,232582,241049,221433,219704,225094,235416,223991,203656,145246,150442,137815,94958,45580,
短期借款(万元),27202,26152,24444,7944,3944,1000,--,--,20,1100,--,--,--,8000,--,--,5409,615,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),14720,19849,32263,37948,31009,5984,5133,1800,200,480,1914,2086,2251,2727,3003,9797,1744,--,
