报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),37517,41849,23316,25687,29809,39050,32131,33455,39125,46784,53754,27874,61084,62942,70966,20932,27971,28356,23356,21601,3098,3781,12520,4663,3385,4062,13864,12827,11208,10328,7913,8137,8355,8751,9432,9499,9706,9677,4965,5105,5440,5705,1765,1516,2204,2605,3249,3180,3694,4149,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,19,63,--,7008,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,65,56,69,72,60,63,53,45,48,54,64,114,597,585,687,526,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),--,159,--,--,23,23,--,240,240,--,--,120,190,60,--,100,--,20,20,--,60,--,540,660,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收账款(万元),--,18509,38636,37806,31576,35226,24875,35763,31964,34542,30705,29194,28349,28935,18665,17482,15832,15065,15158,14770,2910,3449,3704,3014,832,1197,1440,1206,329,1325,--,--,--,--,--,0,--,84,139,174,153,134,923,929,1645,1121,3310,3192,3443,3395,
预付款项(万元),404,3012,2599,3698,2535,650,1820,1533,1566,399,2751,3466,3085,1691,1502,1674,2441,2199,991,1007,1217,635,569,45,1542,285,81,12,4,7,880,875,1875,1688,670,30,--,8,8,9,9,9,697,703,1347,1935,4382,4439,4645,4367,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
