报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),12912,15788,19804,22632,20437,10327,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),63,--,--,41,--,--,
应收账款(万元),24849,21517,17309,14825,14818,11572,
预付款项(万元),274,346,429,176,323,381,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),700,668,542,275,400,582,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),10635,10028,9306,12221,10139,8415,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),--,64,3,104,69,544,
流动资产合计(万元),49434,48412,47393,50275,46186,31821,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,120,120,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,5070,5092,--,--,--,
累计折旧(万元),--,2845,2592,--,--,--,
固定资产净值(万元),--,2225,2500,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),2144,2225,2500,2423,2993,2391,
在建工程(万元),--,--,--,--,18,179,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),130,137,150,176,169,188,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),157,190,252,272,532,645,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),523,523,486,310,292,538,
其他非流动资产(万元),362,334,305,--,--,--,
非流动资产合计(万元),3316,3408,3693,3180,4125,4061,
资产总计(万元),52750,51820,51086,53455,50311,35882,
短期借款(万元),1000,3000,3000,--,2700,2500,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,1546,503,--,3929,1500,
应付账款(万元),10577,7835,9998,17044,13723,13291,
预收账款(万元),365,266,148,820,3335,1017,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),554,498,856,1719,1554,1043,
应交税费(万元),951,936,899,1718,927,1651,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,923,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),85,74,273,166,398,475,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),13532,14155,15677,21468,26567,22399,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),19,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),150,150,150,--,--,--,
非流动负债合计(万元),169,150,150,0,0,0,
负债合计(万元),13701,14305,15827,21468,26567,22399,
实收资本(或股本)(万元),10000,10000,10000,10000,5218,5218,
资本公积(万元),18700,18700,18700,18700,9071,6877,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1406,1406,1215,756,1186,465,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),8934,7399,5334,2519,7751,611,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),39040,37505,35249,31975,23226,13171,
少数股东权益(万元),10,10,11,12,518,312,
所有者权益(或股东权益)合计(万元),39050,37515,35259,31987,23745,13483,
负债和所有者权益(或股东权益)总计(万元),52750,51820,51086,53455,50311,35882,		
  
