报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),26121,48165,64785,64619,42455,36522,56170,33874,36004,23787,22925,29075,27865,21691,32748,20420,19734,23005,30058,39617,46575,71080,71130,69616,13478,14370,18223,17711,17588,29327,36427,43182,8324,5736,3120,3469,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
交易性金融资产(万元),--,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2012,--,--,--,--,--,--,--,--,--,0,--,--,--,44,35,29,83,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收票据(万元),11011,12461,16081,19444,21178,14747,14010,15848,14346,14966,14613,15124,14534,11799,10229,13953,13774,10276,7782,7935,11817,9513,7422,6689,8573,8485,8067,5191,9792,8046,4380,4741,4519,2722,1877,1392,
应收账款(万元),41876,32959,30674,27975,28785,30836,20267,20115,19284,17567,15430,19020,19155,17786,12417,13834,12527,12457,8588,11867,15722,13177,9469,13978,13219,14189,11253,17086,12327,12594,9438,8934,9396,7313,7272,7746,
预付款项(万元),1445,1386,601,1225,895,577,364,325,360,573,123,2372,3597,3756,4176,6155,5368,6190,7884,8952,10955,5911,5759,6647,6787,7145,6813,5862,13365,11833,8077,7626,7657,1953,2555,8093,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收利息(万元),420,162,10,--,--,--,--,142,62,142,63,160,62,187,112,49,190,123,201,123,49,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
其他应收款(万元),697,375,860,395,601,277,225,256,230,211,186,351,329,368,416,205,1309,846,297,849,215,154,43,270,232,619,110,726,224,73,83,143,143,17,124,268,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
存货(万元),44297,34064,31121,31359,32262,28325,26239,27131,26692,26944,28361,28453,28925,29925,31230,29336,29634,30925,31764,29251,28978,30426,28160,25675,26120,28302,26036,23252,20602,21812,23163,19083,16322,15728,17478,12516,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
其他流动资产(万元),41323,23747,16591,2531,2984,7895,11773,23779,17675,32516,32170,18025,16031,6665,11572,27500,25500,26500,28400,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
流动资产合计(万元),167190,153365,160723,147548,129159,119180,129049,121471,114653,116707,113871,112581,110498,92177,102900,111453,108035,110323,116987,98592,114311,130262,121982,122875,68409,73109,70503,69828,73898,83685,81569,83709,46405,33505,32455,33568,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,
