报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),197928,123952,121387,110356,41743,38240,54157,60608,49773,31825,22490,7435,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),59987,51688,56245,56970,37833,21533,18563,13898,7986,5903,2623,--,
应收账款(万元),64895,75544,54888,64304,54977,55246,26634,20163,10417,5560,4719,1572,
预付款项(万元),421,525,1644,580,704,937,502,603,383,322,232,126,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2783,3592,1859,2367,1893,1541,251,1957,131,49,20,11,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),57739,68200,70308,55043,46864,32971,30846,14219,10429,6413,4779,752,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1448,3392,3579,2724,--,--,1281,--,--,--,--,--,
流动资产合计(万元),385200,326893,309909,292343,184014,150467,132233,111449,79119,50071,34863,9895,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),6064,6118,6171,6225,6278,6332,6385,6440,6453,--,--,--,
固定资产原值(万元),--,18556,--,17996,--,16947,16706,16550,15258,1890,1452,1260,
累计折旧(万元),--,3659,--,3048,--,2480,2222,1979,1153,645,523,430,
固定资产净值(万元),--,14897,--,14948,--,14467,14484,14571,14105,1245,928,830,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),15153,14897,14982,14948,14961,14467,14484,14571,14105,1245,928,830,
在建工程(万元),2224,2022,1316,1165,1029,795,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6031,5838,4938,5031,5234,5139,5013,5000,390,384,53,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),172,172,172,172,275,275,275,275,--,--,--,--,
长期待摊费用(万元),461,540,618,649,254,194,178,203,49,54,59,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2334,2017,738,794,724,658,430,295,139,193,87,13,
其他非流动资产(万元),1244,803,748,198,781,725,1050,1059,264,13043,--,--,
非流动资产合计(万元),33684,32407,29682,29182,29536,28585,27815,27843,21399,14918,1127,843,
资产总计(万元),418884,359300,339591,321525,213550,179052,160048,139292,100519,64989,35990,10738,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),20035,40092,36991,30487,36485,30557,25750,11287,7213,3000,2024,745,
预收账款(万元),44,85,66,18,92,205,39,16,130,22,475,319,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,1384,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),277,1586,4404,6517,50,1109,967,3756,1903,1320,373,56,
应交税费(万元),8421,3446,--,5565,3746,4059,777,1755,1244,574,851,415,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),2128,2128,--,--,--,2374,10000,--,--,--,1068,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),51674,5528,4185,3908,4150,2030,7087,4530,675,233,72,1,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
