报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),115764,159197,151655,64316,104121,69665,90572,74743,102838,107125,103141,62777,126084,147628,144801,24444,20135,16683,35666,17112,14884,22951,23730,23639,23321,32641,26992,28162,25430,45740,51804,57668,62143,62533,4016,8764,4053,5525,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,57,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,100,100,100,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),21850,22345,30771,15725,10445,13064,14543,14839,9738,11049,11639,17004,13871,9053,9202,9269,11858,10587,15056,9952,5152,6009,4445,9738,4503,4661,4611,7079,4207,2142,3800,5815,3269,1864,1531,1051,891,757,
应收账款(万元),147063,149349,106322,121314,112226,95498,181106,103433,53686,47457,87454,51406,109794,54775,49716,61352,54224,49158,41795,37079,35409,32913,28551,26387,23654,19936,18995,17882,20071,17212,14230,13126,12272,13380,10341,9163,7348,5472,
预付款项(万元),1300,1330,6186,1629,2783,908,1375,941,3575,1808,1179,813,5422,4054,--,1224,11380,11149,7468,1240,10562,8979,6919,2805,5615,4144,8087,4534,18231,19473,15668,8974,4459,2503,2812,3172,1091,1899,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
