报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),19634,16656,22511,19394,17657,40695,20258,37950,43993,46913,53358,33213,24920,26438,17030,7451,5087,6075,4575,4226,3928,3577,3736,2764,3666,8505,4065,5086,9216,4687,6282,4161,5308,7481,6713,6229,5414,9087,2657,5598,4728,4960,4051,6733,6742,3859,5980,4733,3882,8073,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
应收票据(万元),1563,2193,2851,3137,2141,4247,3463,2342,4186,8640,4768,3286,2959,2551,2539,1477,879,812,453,1250,566,1427,575,1052,488,1523,1249,2140,1515,4269,2511,2411,1932,492,451,660,394,886,880,477,638,1541,1746,697,333,540,61,60,145,291,
应收账款(万元),29793,30206,54429,61899,63173,54341,66819,66439,61054,61246,64392,58898,58950,53374,49328,4165,3795,2724,3115,2730,2649,1284,2588,1484,2362,752,2822,2028,2037,1946,4185,1906,1547,3341,1904,1825,1283,283,1535,1130,1494,423,758,966,1590,556,770,1070,934,445,
预付款项(万元),9483,6252,12455,12810,9244,7515,14453,13130,9032,5668,5518,6144,6233,2898,11012,295,230,281,294,312,426,604,546,437,677,534,769,543,649,476,1263,1327,2767,757,546,2299,16667,9291,10021,8181,7306,2100,1458,1879,1790,1165,2617,2696,3112,1816,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,8,1,3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
其他应收款(万元),--,6185,6341,6547,4745,5058,5494,7354,5789,4766,4045,3795,5926,6660,4419,830,549,1008,1098,1387,1550,1385,1887,2231,2332,2235,2365,2313,1820,1516,2478,2656,2408,2211,5329,4657,5591,4603,5155,3933,3777,3866,3587,3591,3119,2543,2826,2680,2988,2697,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
存货(万元),80709,80184,81586,78585,79390,74719,81995,78300,83785,83488,85187,98499,107559,105261,113168,63306,65103,65640,64084,63686,65003,64696,61943,61524,62571,61533,60885,59159,59496,59674,57740,60459,57182,55687,52482,48129,48506,48204,48271,48552,49721,48621,47795,47912,47646,47234,45146,44850,44729,44531,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
一年内到期的非流动资产(万元),--,--,3379,3379,4579,5379,3760,3760,3760,3760,0,192,383,383,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
其他流动资产(万元),5927,6587,2082,2117,4427,4667,3990,2775,3011,3283,6405,5266,6104,12138,--,--,--,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,7,0,0,0,0,0,3,0,--,0,
流动资产合计(万元),153750,148263,185634,187868,185357,196623,200232,212051,214610,217763,224179,209294,213035,209702,197497,77525,75644,77139,73627,73593,74125,72976,71275,69492,72095,75082,72156,71271,74733,72568,74459,72920,71145,69969,67425,63799,77855,72354,68518,67872,67671,61511,59395,61777,61222,55897,57404,56091,55791,57856,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
可供出售金融资产(万元),5030,4788,6859,6707,6962,6943,10015,9936,9869,9736,7442,8148,8204,8828,8098,9065,8920,9935,4665,4470,6189,6603,9834,8897,10321,11258,12692,13713,14034,13313,13359,14535,16545,13969,15073,12773,16976,18294,15215,16721,10795,6891,7810,11863,17306,23835,25428,16040,12808,932,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
长期应收款(万元),--,--,--,--,--,--,3379,3379,3379,3379,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
长期股权投资(万元),6821,6821,4816,4822,5007,1847,1925,1925,1602,1006,2755,2775,2700,2700,2867,2867,2867,2867,5653,5653,5653,5353,5720,5720,5720,5720,7440,7440,5541,5541,5681,5681,5681,5681,5382,6455,6475,6373,9810,9810,9389,9054,9269,9269,9133,9133,7072,6822,6418,7262,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,197,197,--,0,
投资性房地产(万元),1541,1561,1583,1605,1627,1649,1671,1693,1715,1737,1759,1781,1803,1825,2397,2422,2452,2482,4070,4125,4180,4235,4292,4351,4401,4456,4519,4939,4996,5051,4944,5003,5062,5119,2494,2525,2557,2588,0,0,0,0,0,0,0,0,0,0,--,0,
固定资产原值(万元),--,132668,--,128214,--,122724,--,76983,--,76335,--,87132,--,85114,--,64505,--,64542,--,62443,--,62445,--,62308,--,62229,--,62542,--,68087,--,68560,--,32970,--,50865,0,50442,0,52532,0,52824,0,60729,0,70435,0,67905,--,67806,
累计折旧(万元),--,44015,--,40759,--,38204,--,37275,--,35717,--,37956,--,35756,--,27665,--,26222,--,24042,--,22562,--,21062,--,19557,--,18060,--,19433,--,17618,--,16746,--,25486,0,24755,0,23774,0,22998,0,26842,0,32056,0,31102,--,29918,
固定资产净值(万元),--,88654,--,87455,--,84520,--,39707,--,40618,--,49176,--,49358,--,36840,--,38320,--,38400,--,39883,--,41246,--,42672,--,44482,--,48653,--,50942,--,16224,--,25379,0,25687,0,28758,0,29826,0,33887,0,38379,0,36803,--,37888,
固定资产减值准备(万元),--,3900,--,3274,--,3274,--,3274,--,3274,--,3461,--,3461,--,3461,--,3461,--,3372,--,3372,--,3372,--,3372,--,3377,--,4533,--,3367,--,3367,--,10564,0,10564,0,9367,0,9431,0,9910,0,13132,0,13166,--,13248,
固定资产(万元),--,84754,82944,84181,80201,81246,76139,36433,36595,37344,44412,45715,44747,45897,46006,33378,34134,34859,34301,35028,35820,36511,37123,37874,38578,39300,40364,41105,43859,44120,46875,47575,12523,12857,14075,14815,14659,15122,18891,19391,19890,20395,20786,23977,24901,25247,23099,23637,24101,24641,
在建工程(万元),--,2194,8032,7429,6990,6336,7384,43466,43410,36752,16280,10801,6656,7969,5791,66,66,66,56,56,56,56,133,130,130,125,136,94,75,65,465,430,39031,36257,34260,30494,14027,8164,5171,3742,3371,2244,4798,3080,2676,2567,3776,3196,3153,2929,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
固定资产清理(万元),--,--,--,--,--,--,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
生产性生物资产(万元),874,888,902,916,931,946,900,911,905,934,954,973,993,1012,1032,1051,1071,1090,1110,1129,1149,1168,1188,1207,1227,1246,1266,1285,1305,1324,1288,1307,1326,1346,1365,1384,1403,1422,1442,1461,1480,1498,1517,1536,1555,1574,1593,1612,5452,1650,
