报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),15935,14653,13045,9930,13272,23990,14322,10687,8578,8517,9217,17711,19007,18621,19928,31250,32397,31235,38180,58602,7574,12034,9458,11990,7856,5739,8123,8532,7975,10959,8838,8587,10246,13284,16070,15079,18100,21697,24097,26711,3314,4288,3183,4399,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收票据(万元),272,261,280,725,525,275,117,543,629,245,682,845,243,212,1026,1587,951,1840,1521,1146,532,1718,1845,1863,1190,1631,1073,1207,1447,1064,--,40,66,0,--,0,--,--,--,--,0,0,0,--,
应收账款(万元),42431,42321,38115,35723,29206,27710,27463,30084,30880,31082,29279,27670,29760,34007,31931,27428,30649,30597,30494,31878,29528,27197,29796,24954,27475,24940,20878,19848,17617,14792,15230,13333,13334,10108,9884,10453,11104,9805,10099,10559,9090,7277,8325,5175,
预付款项(万元),2503,1944,1948,2470,2708,1853,2139,2078,1988,1561,1849,1800,1563,1257,2416,3442,4159,3497,24600,25119,13184,13476,12927,9560,10166,8311,12436,7750,6020,3815,5630,4654,3879,3631,4116,4056,3426,3664,3447,1632,1869,1240,679,276,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,4,114,99,93,79,304,363,249,--,--,--,--,--,--,--,--,--,--,--,--,0,--,40,39,54,36,85,124,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他应收款(万元),1102,691,936,1108,1036,722,1092,999,929,887,1458,1059,943,787,1312,1746,1632,1398,1808,1716,3756,3110,1376,1180,1310,751,1801,1537,1679,595,473,349,394,441,440,360,513,582,613,451,584,491,591,375,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
存货(万元),18395,17855,17007,17352,15881,15763,15700,15203,15404,15217,15890,15234,14686,14631,17233,15753,14760,15586,15774,14973,14348,14398,15121,15310,13228,13171,13510,12272,10391,8267,7386,7376,5224,5391,4523,4331,4767,6755,7442,7261,6195,5212,3438,1607,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他流动资产(万元),156,6191,8070,9136,9378,600,6053,2050,1030,2040,8045,71,3102,5165,11000,15019,10000,14700,11000,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
流动资产合计(万元),80793,83917,79401,76444,72008,70914,66886,61644,59437,59548,66419,64393,69418,74780,84940,96304,94852,99216,123626,133434,68921,71932,70523,64858,61225,54542,57822,51145,45129,39492,37557,34339,33143,32895,35073,34334,37946,42588,45822,46614,21051,18507,16217,11831,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期股权投资(万元),186,205,222,249,260,269,281,293,310,324,343,346,361,375,381,391,399,406,410,408,602,602,597,600,590,600,200,200,200,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
投资性房地产(万元),4121,4157,3984,3707,3587,3633,3678,3724,3813,3816,3861,4516,3153,3193,2537,2571,2606,2640,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
固定资产原值(万元),--,159034,--,155241,--,152153,--,146276,--,143588,--,134389,--,133654,--,94780,--,92817,--,94573,--,87403,--,83717,--,74982,--,62076,--,56060,--,49162,--,44287,--,40146,--,36782,--,32781,--,32570,20087,--,
累计折旧(万元),--,70474,--,67268,--,62337,--,57638,--,52639,--,47463,--,42642,--,38897,--,34700,--,33818,--,30015,--,26518,--,23112,--,20526,--,17615,--,15628,--,13945,--,12490,--,11167,--,10066,--,9122,7744,--,
固定资产净值(万元),--,88561,--,87973,--,89816,--,88637,--,90949,--,86926,--,91011,--,55884,--,58117,--,60755,--,57388,--,57199,--,51870,--,41550,--,38445,--,33534,--,30342,--,27655,--,25614,--,22715,--,23448,12343,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,86,--,86,--,86,--,86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,20,20,
固定资产(万元),87792,88561,88353,87973,88713,89816,87316,88552,90682,90863,87367,86840,89147,90925,55086,55884,57204,58117,61862,60755,57465,57388,57555,57199,54473,51870,43874,41550,39485,38445,34383,33534,32657,30342,28700,27655,26928,25614,23376,22715,22302,23448,12323,9639,
在建工程(万元),2090,1865,2292,2294,2202,2572,5249,4051,4112,5706,5876,7860,9139,8007,19898,21093,13572,13345,7719,5164,4391,3206,2390,1242,785,1470,779,322,837,294,98,105,153,527,24,0,--,17,167,33,33,33,1688,2,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
无形资产(万元),8408,8455,8598,8773,8858,8934,8984,9061,9137,9210,9260,9177,9576,9649,4290,4341,4367,4349,4423,4416,4438,4299,4331,4252,4249,4288,1471,1497,1521,1506,1530,1515,1492,1489,1429,1373,1388,1369,1365,1321,1321,1321,1324,92,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
商誉(万元),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,--,--,0,0,0,--,
长期待摊费用(万元),1595,1667,1902,2167,2317,2660,3053,3246,3250,3350,3296,3456,3747,3626,3365,3301,2993,2765,2302,2227,1080,1026,1104,1495,843,740,449,386,335,303,315,318,323,323,386,398,251,213,189,165,179,104,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延所得税资产(万元),564,721,880,906,1062,1156,872,841,1255,1292,897,984,1204,1156,482,482,491,510,394,382,372,417,377,381,340,331,307,301,273,293,157,157,136,136,123,126,123,123,85,85,85,85,55,55,
其他非流动资产(万元),2364,1514,2551,2763,1791,1032,2016,2930,2344,1552,7601,6533,4605,3415,23368,21400,23427,21631,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
非流动资产合计(万元),107122,107147,108784,108834,108792,110074,111451,112700,114905,116115,118504,119715,120934,120348,109409,109466,105061,103765,77113,73354,68350,66941,66355,65170,61283,59300,47082,44259,42653,40843,36485,35631,34763,32818,30664,29555,28692,27339,25181,24318,23920,24991,15390,9789,
资产总计(万元),187915,191064,188185,185278,180799,180988,178337,174344,174342,175663,184923,184108,190352,195128,194349,205770,199912,202981,200739,206789,137270,138873,136878,130028,122508,113842,104904,95404,87782,80335,74043,69970,67906,65714,65737,63888,66638,69927,71003,70932,44971,43499,31607,21620,
短期借款(万元),2365,3340,1645,2030,1760,1740,1540,1290,1300,300,8800,9800,15800,16143,19233,30233,23010,23663,23941,33796,35300,39300,41058,37583,28758,20783,19600,16000,10000,9000,7000,5000,3000,2500,4000,5000,3000,3000,6800,7300,10080,7520,3000,800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
