报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),14475,12513,10156,10724,10878,8189,7590,7711,6226,3969,1438,1562,5521,6618,11231,13712,3322,3765,5601,3576,6685,10051,4016,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1392,1455,2502,2235,1741,842,2071,1483,1631,1298,955,806,464,515,449,961,1293,927,526,2524,1316,3294,1469,
应收账款(万元),8229,7141,8944,6753,7631,7324,5893,5869,6927,7457,7024,6942,8359,8596,7498,6368,5952,7007,4911,4360,4003,1651,2250,
预付款项(万元),1162,1135,958,207,897,661,551,369,825,599,755,364,947,545,409,119,380,151,134,112,708,296,705,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),351,272,515,334,428,384,582,471,546,555,730,602,948,635,266,300,828,690,655,721,675,59,28,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),26519,26053,23888,22255,20398,19679,20076,18429,17265,15898,15362,14868,14463,14443,14410,13845,14301,12274,10004,10156,10521,6111,4151,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),239,375,549,898,1187,1175,2346,2968,4170,4952,6660,5717,--,549,549,131,90,--,--,--,--,--,--,
流动资产合计(万元),52367,48944,47512,43407,43161,38253,39108,37300,37589,34727,32924,30862,30703,31901,34811,35436,26166,24814,21831,21449,23907,21462,12626,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2145,2108,2094,2151,2172,483,260,264,268,273,277,281,286,290,294,299,303,308,316,334,351,369,386,
固定资产原值(万元),--,30862,--,30378,--,30289,--,24439,--,24155,--,23968,--,23863,--,23675,--,23126,22259,12767,12176,10556,9321,
累计折旧(万元),--,12652,--,11840,--,11986,--,11377,--,10549,--,9710,--,8851,--,7996,--,7160,6311,5139,4174,3299,2585,
固定资产净值(万元),--,18210,--,18538,--,18303,--,13061,--,13606,--,14258,--,15011,--,15679,--,15966,15947,7628,8002,7257,6736,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),18089,18210,18179,18538,18095,18303,12602,13061,13276,13606,13957,14258,14604,15011,15411,15679,15783,15966,15947,7628,8002,7257,6736,
在建工程(万元),335,661,813,481,465,482,6450,5914,4128,3169,1945,2021,1073,1073,1065,1065,1282,1276,1544,4144,181,477,114,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7348,7401,7448,7489,7500,8247,8375,8430,8485,8541,8598,8656,8694,8639,5846,5885,5926,5967,6031,6166,6235,1346,1373,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2,2,2,--,--,--,--,--,112,26,--,--,--,--,--,--,--,--,--,--,--,33,69,
