报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),16357,15650,18334,6364,2161,2947,5356,2045,3708,2261,408,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,20,--,--,--,--,--,--,
应收账款(万元),7886,7182,6942,7470,3851,7684,7043,3756,4566,3622,2229,
预付款项(万元),1909,1396,774,320,717,552,353,1062,242,105,146,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1092,955,1073,924,279,415,315,293,309,254,351,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),2478,2571,2159,1633,3236,1329,714,1317,434,316,74,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,1,--,--,--,--,--,--,--,
其他流动资产(万元),767,2167,773,814,3045,1107,529,295,140,--,1400,
流动资产合计(万元),30488,29921,30054,17527,13309,14033,14309,8768,9400,6558,4608,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),100,100,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),445,631,484,484,448,363,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,11848,--,11674,--,11196,--,9386,--,--,--,
累计折旧(万元),--,6554,--,5846,--,4685,--,3045,--,--,--,
固定资产净值(万元),--,5293,--,5828,--,6510,--,6341,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),6667,5293,5496,5828,6105,6510,6512,6341,6338,4566,4840,
在建工程(万元),1046,558,86,--,--,14,74,36,23,17,49,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1848,1849,1840,1864,1890,1917,1971,1998,2025,2064,2106,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1010,990,1032,1166,1005,973,875,866,723,471,22,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),210,386,35,196,440,168,126,335,70,60,30,
其他非流动资产(万元),--,--,127,127,--,--,--,--,50,50,50,
非流动资产合计(万元),11326,9807,9100,9665,9887,9944,9557,9576,9230,7229,7098,
资产总计(万元),41814,39728,39154,27192,23196,23977,23866,18344,18630,13786,11705,
短期借款(万元),--,--,--,--,--,--,1700,--,--,2500,2200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),2630,1732,2049,2484,2341,2601,2505,1592,1198,1018,997,
预收账款(万元),1540,1171,582,249,1125,208,381,995,147,62,22,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),4,1,--,115,28,133,117,53,79,33,79,
