报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),21536,25444,16052,16214,10443,12339,9617,8522,9555,11623,14639,14167,10305,9052,13265,8383,12165,9459,4501,3193,3187,1851,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7561,4740,6455,7469,5570,5823,5675,5673,4307,2979,6853,10214,6883,6171,3454,2980,5319,5825,5112,3449,1273,684,
应收账款(万元),35255,32004,28300,28742,12353,10866,10198,10401,11279,8863,9435,10091,15956,14350,16101,14167,11856,10640,7809,5802,5909,5313,
预付款项(万元),6796,6521,3065,2905,956,961,956,961,886,880,1349,1696,1193,1341,1661,1634,1219,1774,5260,2932,1458,1677,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2673,1560,2504,2335,1271,563,1366,1145,560,616,847,775,614,93,334,143,161,72,91,90,60,1655,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),22425,20980,17329,16193,9769,8129,7189,7252,6886,7574,6843,6252,5617,5439,5939,5395,4294,4231,3804,4049,3959,2477,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),316,225,114,73,69,68,62,227,230,422,56,133,178,194,--,--,--,--,--,--,--,--,
流动资产合计(万元),96562,91473,73819,73932,40431,38749,35064,34181,33703,32957,40021,43328,40746,36640,40753,32702,35014,32001,26578,19515,15846,13657,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,48779,--,51555,--,39883,--,36629,--,36218,--,29493,--,29343,--,--,19453,19402,17972,16519,11594,11349,
累计折旧(万元),--,15397,--,16719,--,12238,--,11071,--,10068,--,9176,--,8396,--,--,7602,7281,6237,4932,4093,3337,
固定资产净值(万元),--,33382,--,34836,--,27645,--,25558,--,26150,--,20317,--,20947,--,--,11852,12120,11735,11587,7501,8012,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),32475,33382,34210,34836,27079,27645,25393,25558,26175,26150,19888,20317,20612,20947,12455,12667,11852,12120,11735,11587,7501,8012,
在建工程(万元),945,977,1053,975,946,945,3740,3824,3009,3463,8926,7074,6614,5460,12900,13464,12417,9182,819,355,2966,75,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7582,7802,8006,8212,4113,4182,4252,4287,3823,3859,3896,3930,3573,3605,3546,2273,2267,2220,937,960,1054,680,
开发支出(万元),198,198,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),58457,58457,58457,58457,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1836,1936,2045,2147,1972,1965,1847,1815,1789,1821,1725,1621,1347,1281,826,750,721,613,536,435,315,272,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2378,2237,1834,1668,1065,871,765,662,644,569,513,417,331,252,375,345,320,156,123,121,122,121,
其他非流动资产(万元),435,435,530,455,454,454,455,455,645,645,--,--,--,--,--,--,--,--,--,--,--,--,
