报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),20901,21109,18742,19852,20722,23255,22805,22541,13934,28228,26294,26734,14095,10370,6582,8276,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3923,3909,3098,2601,2542,2225,1192,1429,1548,2067,1356,522,3335,3614,2695,3083,
应收账款(万元),13310,16458,16125,15796,14724,13781,13249,14686,12490,11610,13139,13751,10994,11190,10427,6182,
预付款项(万元),553,485,711,802,650,548,285,340,176,191,341,269,210,204,133,241,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,10,--,--,--,5,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),769,252,427,631,593,323,615,447,825,217,712,488,348,638,516,789,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6820,5729,5699,3350,3189,2759,3124,2785,3272,3750,3313,3226,3463,2984,2257,1770,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1999,917,961,4062,4069,4059,4000,4000,14000,--,--,--,291,234,157,--,
流动资产合计(万元),48276,48868,45763,47094,46489,46957,45269,46228,46246,46062,45155,44992,32736,29234,22766,20340,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),500,500,500,500,500,500,500,500,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),493,503,513,523,533,543,560,563,573,583,519,528,545,--,--,--,
固定资产原值(万元),--,8186,--,6738,--,6333,--,5326,--,4803,--,4161,4078,4337,--,--,
累计折旧(万元),--,3853,--,3108,--,2816,--,2173,--,1973,--,1830,1677,1589,--,--,
固定资产净值(万元),--,4333,--,3630,--,3517,--,3153,--,2830,--,2331,2400,2748,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),4534,4333,4225,3630,3576,3517,3088,3153,2952,2830,2395,2331,2400,2748,2957,2862,
在建工程(万元),7,7,214,4,106,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2019,2060,2220,294,300,308,317,325,333,342,293,297,290,303,499,562,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),18094,18094,18310,2711,2711,2711,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),138,146,155,13,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),633,633,635,592,589,589,440,440,417,417,369,435,373,303,217,210,
其他非流动资产(万元),11,63,242,196,203,206,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),26430,26339,27014,8463,8519,8375,4904,4981,4275,4172,3575,3591,3609,3353,3673,3634,
资产总计(万元),74706,75207,72777,55557,55008,55332,50174,51209,50521,50234,48731,48583,36344,32588,26439,23974,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,2500,2500,2500,3000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,
应付账款(万元),2596,2947,2896,1606,1428,1471,965,1058,917,1526,882,703,1653,1009,713,962,
预收账款(万元),644,741,685,457,598,514,97,55,97,799,117,156,61,150,213,14,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),312,543,257,225,224,433,195,198,203,339,189,194,653,720,650,501,
应交税费(万元),304,563,273,353,432,931,0,570,50,146,9,235,373,178,343,691,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1370,1510,1427,1641,2288,2119,2146,2101,101,239,564,727,353,390,324,181,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),5245,6303,5538,4283,4970,5467,3403,3982,1368,3048,1761,2015,5594,4946,4743,5428,
长期借款(万元),208,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1467,1548,1626,1712,1901,1889,1146,1576,1592,1610,1610,--,1549,1157,647,--,
递延所得税负债(万元),334,343,569,71,76,75,--,--,--,--,--,--,--,--,29,37,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,1708,--,--,--,416,
非流动负债合计(万元),2010,1890,2195,1783,1976,1964,1146,1576,1592,1610,1610,1708,1549,1157,675,453,
负债合计(万元),7254,8193,7733,6066,6947,7432,4548,5558,2960,4658,3371,3724,7143,6103,5418,5881,
实收资本(或股本)(万元),19223,19227,19234,18481,18481,18481,18481,18481,9281,9200,9200,9200,6900,6900,6900,4600,
资本公积(万元),24681,24723,24617,11101,11101,11101,10780,10780,19980,18193,18193,18193,6555,6555,6555,8855,
减:库存股(万元),984,1031,1121,1121,1868,1868,1868,1868,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2805,2805,2506,2506,2506,2506,2200,2200,2200,2200,1916,1916,1916,1558,996,558,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),20326,19927,18411,18103,17457,17307,16033,15979,16021,15902,15970,15469,13747,11384,6487,3981,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),66070,65663,63696,49092,47676,47516,45625,45572,47482,45495,45279,44779,29119,26398,20939,17994,
少数股东权益(万元),1381,1352,1348,400,384,384,--,79,79,81,81,81,82,87,82,99,
所有者权益(或股东权益)合计(万元),67451,67014,65044,49492,48061,47900,45625,45651,47561,45576,45360,44860,29201,26484,21021,18093,
负债和所有者权益(或股东权益)总计(万元),74706,75207,72777,55557,55008,55332,50174,51209,50521,50234,48731,48583,36344,32588,26439,23974,		
  
