报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),20560,19883,22313,23591,12459,16351,14792,18525,21584,16850,17166,15058,18233,16971,19198,21679,13644,19313,24839,18064,19072,20904,29601,25656,22510,37747,36411,48028,54396,65929,102411,24023,24168,23145,10968,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收票据(万元),18100,18763,15145,10462,9211,12713,7477,10027,8229,8629,9993,10704,9669,12464,10389,12534,13551,19236,13440,15362,13230,16089,8832,8747,6862,10882,7444,13811,7975,7288,7670,12510,6268,2070,7049,
应收账款(万元),53964,44783,51687,58191,58590,48630,55875,55500,49065,46653,54040,54035,48036,40080,39607,42161,36486,28073,34019,35839,33678,25181,30856,32328,32411,26889,31621,32183,32117,19385,26557,26496,17506,15828,15217,
预付款项(万元),3711,2738,4893,3305,4787,4232,5005,4297,3949,4031,5314,5717,4596,3566,2775,2375,2962,2081,4997,3262,4955,1792,5061,6978,8229,3257,6052,5694,8822,7648,7579,3721,3669,5123,3425,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他应收款(万元),873,630,741,1095,1021,859,1282,1551,1307,1257,1948,2261,2076,1608,1177,1107,1176,1024,1361,1175,1531,1020,1499,7290,9566,1165,1236,1808,1282,1132,1069,1237,1169,1962,4275,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
存货(万元),83212,84166,89252,88859,90863,92228,98152,98113,98897,98034,94549,96266,97279,92121,93204,88745,89091,89562,89161,84790,89444,88792,90610,90967,95581,102413,100706,91233,85935,85901,68413,64670,70319,72286,49980,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,5000,5000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他流动资产(万元),872,7555,306,521,64,8940,40,197,889,7684,517,861,829,1078,977,389,1518,1265,6435,10003,1434,1752,--,--,8,--,--,--,--,--,--,0,0,--,--,
流动资产合计(万元),181292,178518,184337,186025,176996,183953,182623,188210,183920,183138,183528,189902,185718,172888,167327,168990,158428,160554,174251,168496,163344,155531,166460,171966,175167,182353,183470,192756,190527,187283,213698,132656,123099,120414,90915,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
可供出售金融资产(万元),113,113,113,113,144,113,113,113,113,113,113,113,113,113,--,--,--,0,489,463,624,681,629,846,794,839,1074,1463,1634,1688,1078,904,999,459,652,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期股权投资(万元),64315,62053,61025,60044,60100,58241,58851,57326,56708,63083,61185,60466,60488,59437,55827,54412,53404,53537,13542,7513,6322,6517,6317,6500,14504,14676,8586,8945,9308,9991,10321,10518,10781,10407,10461,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
投资性房地产(万元),215,216,232,178,179,180,100,37,38,39,40,42,40,44,45,46,48,49,50,51,52,54,44,45,34,49,50,39,52,53,25,57,89,2191,2313,
固定资产原值(万元),--,227643,--,225836,--,222589,--,220159,--,217862,--,205915,--,206114,--,202268,--,202717,--,190896,--,190512,--,157377,--,170863,--,158041,--,142148,--,135666,120077,--,--,
累计折旧(万元),--,119774,--,116799,--,113569,--,110913,--,105146,--,100452,--,95581,--,89640,--,83970,--,78067,--,72046,--,68121,--,69284,--,64463,--,60559,--,57577,54806,--,--,
固定资产净值(万元),--,107869,--,109037,--,109020,--,109246,--,112716,--,105462,--,110533,--,112627,--,118746,--,112829,--,118466,--,89257,--,101579,--,93577,--,81589,--,78089,65272,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
固定资产(万元),106381,107869,107372,109037,105931,109020,107560,109246,111948,112716,103835,105462,108083,110533,109327,112627,115474,118746,115333,112829,115791,118466,87421,89257,88942,101579,94830,93577,83822,81589,78734,78089,65272,50261,41017,
在建工程(万元),8280,7437,9068,9134,10334,9796,14822,13686,12810,14327,25849,26167,25605,24219,24874,19908,19874,17403,22549,27045,21816,23370,47055,43014,36723,41133,38366,30704,32543,23533,15395,11100,19136,21702,13604,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,310,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
无形资产(万元),18786,19015,19404,19583,21239,20004,21169,21368,21553,21758,21739,21917,22111,22294,18092,18153,18332,18514,19909,19978,20077,20305,18535,18623,18736,19927,20039,20213,20388,20538,20593,18559,17237,14058,10147,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期待摊费用(万元),53,55,58,60,63,67,70,73,81,97,113,129,146,162,178,195,211,304,322,341,210,204,220,235,237,248,262,276,313,305,234,236,245,263,282,
