报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),32778,48326,32938,30416,45803,48899,56894,26408,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,12,2,68,309,146,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),3412,13692,3863,13818,3676,3906,5696,3684,
应收账款(万元),39318,34786,44804,34266,32502,33483,29730,24236,
预付款项(万元),9034,9729,13331,7141,7559,8540,13428,1227,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),1117,956,1596,1338,1011,714,618,636,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),97005,73651,61640,43728,37094,42060,34426,32424,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),23,23,--,23,--,--,--,--,
其他流动资产(万元),7026,6117,2971,3475,2489,3755,4796,4391,
流动资产合计(万元),189712,187279,161143,134217,130136,141426,145897,93151,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,185645,--,182231,170218,--,--,--,
累计折旧(万元),--,60300,--,54890,47194,--,--,--,
固定资产净值(万元),--,125345,--,127341,123024,--,--,--,
固定资产减值准备(万元),--,97,--,97,140,--,--,--,
固定资产(万元),126543,125248,126320,127244,122884,117340,109373,93436,
在建工程(万元),17640,16338,7267,8758,6183,11986,17996,17079,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),19774,19787,12693,12790,11777,11199,11327,11388,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),2,2,2,2,2,2,2,2,
长期待摊费用(万元),4934,4645,4462,4242,3701,3583,2997,3535,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1878,1868,1931,1931,1419,1398,1448,1337,
其他非流动资产(万元),897,931,1001,1001,45,68,446,469,
非流动资产合计(万元),171667,168819,153676,155969,146010,145576,143588,127245,
资产总计(万元),361379,356099,314819,290186,276146,287001,289486,220396,
短期借款(万元),155246,132084,127829,104131,120546,139848,146096,103205,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),37381,60895,57656,57616,56019,41557,57354,23265,
应付账款(万元),28600,23073,21606,21354,13583,20414,23257,30869,
预收账款(万元),1349,1306,1253,891,766,739,1448,954,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),466,357,127,731,606,532,516,425,
应交税费(万元),357,518,368,1271,1794,984,2360,1875,
应付利息(万元),320,211,301,211,178,251,492,1037,
应付股利(万元),--,--,--,48,75,16,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1724,1651,1788,1778,2013,2376,1915,2157,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),3000,3000,4000,10000,11300,5170,6652,7210,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),228443,223095,214928,198030,206880,211888,240089,170997,
长期借款(万元),26300,26300,26300,22000,12500,23800,4000,10000,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),2743,3178,3530,3958,--,--,170,822,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),13790,14071,8385,5987,4446,4283,3763,3215,
递延所得税负债(万元),345,351,349,349,54,12,63,27,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),43179,43900,38563,32294,17000,28095,7996,14064,
负债合计(万元),271621,266995,253491,230324,223880,239983,248085,185061,
实收资本(或股本)(万元),22150,22150,16600,16600,16600,16600,16600,16600,
资本公积(万元),29542,29542,9151,9151,9151,9208,9208,9208,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),3631,3631,3631,3631,3037,2563,2017,1624,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),33382,32784,30798,29372,22655,17380,12109,6376,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),88707,88112,60322,58839,51452,45748,39929,33808,
少数股东权益(万元),1051,991,1007,1023,814,1271,1471,1528,
所有者权益(或股东权益)合计(万元),89758,89103,61328,59862,52266,47018,41401,35335,
负债和所有者权益(或股东权益)总计(万元),361379,356099,314819,290186,276146,287001,289486,220396,		
  
