报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),115403,110607,93097,81560,72160,93233,61386,59911,59544,54833,58303,64650,57207,69099,41554,52555,65072,68089,76479,75797,77949,79466,83111,81787,92167,81713,93002,89209,63863,61867,53845,44962,53619,57886,69269,66638,71116,72052,74938,99077,75933,34802,38222,46326,39619,49880,48310,46520,43296,46869,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
交易性金融资产(万元),9825,8093,8827,9681,17209,20800,14499,2582,2059,2117,2473,2886,2863,2881,8228,7201,5645,5205,4044,3705,3782,3998,4756,2720,1556,3737,4824,5641,6552,9107,10128,9850,7501,6012,3288,3076,2404,3915,5588,2723,9174,15174,7684,95,2908,4084,7321,6091,3743,180,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,
应收票据(万元),40002,38853,28986,38834,36350,28033,29133,33129,34663,34434,33160,38289,34684,29418,34682,30463,31653,34226,32196,30720,27586,27552,25234,28458,26620,23664,21641,21391,20987,18113,14781,15120,10970,7541,6890,7869,4672,3310,4529,5739,7340,7849,10212,10429,11571,8985,7620,9048,7631,7385,
应收账款(万元),8290,10244,15569,15379,16286,12768,14230,11906,9677,18185,20009,21204,21093,19218,20737,19795,21342,19250,22969,22394,22647,18500,21420,19156,21057,14309,16904,16656,18704,12926,14378,13227,13732,11821,12274,12822,12962,11066,12118,11934,9712,10057,8656,4028,5203,6108,5723,4229,5239,5211,
预付款项(万元),6370,3858,6738,5063,4368,5608,4501,4819,5311,4334,4676,4681,4712,3723,3741,3518,3730,3390,2674,2575,3625,3883,5544,4067,3216,3758,3526,3523,3356,3472,1877,1743,2593,3404,1714,1847,2289,2785,999,1202,1271,3257,295,425,418,1528,2804,2788,1252,971,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收利息(万元),118,164,94,160,120,73,41,54,71,67,590,537,461,112,19,548,692,464,310,646,836,538,242,524,376,190,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
其他应收款(万元),--,2798,--,4827,3758,2458,2472,4827,6406,2224,4320,5106,5746,5547,4469,4507,6557,3600,4046,4099,6068,2749,3998,4329,6000,2019,4135,3684,3629,1651,3005,2252,3034,1291,2348,2293,3575,1091,1620,2220,3150,1117,1670,1281,2077,1986,2540,2202,2181,2096,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
存货(万元),25118,22912,23221,22252,21956,20024,23247,19866,19275,21247,22229,23779,19886,21514,22410,23362,23520,23598,21315,20094,18320,18435,19401,17785,16913,16725,18409,19179,19671,17534,18672,19782,16222,15850,18042,17344,17524,14987,15379,15803,16782,12968,14754,8827,8084,8650,7939,6773,6166,5852,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,1114,1115,1116,1108,1331,1062,1210,1363,1269,1226,1090,1361,1494,1498,1405,1474,540,451,378,456,386,417,389,356,386,456,278,386,--,445,223,297,--,0,260,260,--,0,143,137,--,0,0,30,
其他流动资产(万元),28950,29134,37580,35565,41042,26147,45449,53373,38769,41142,37777,23213,32746,22104,28529,20614,4316,5069,7410,4660,3463,1863,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,42,--,--,0,0,0,
流动资产合计(万元),238669,226662,218125,213322,213250,209144,196072,191582,176892,179691,184866,185407,180609,174978,165638,163789,163618,164252,172937,166191,165682,158457,164246,159276,168283,146571,162827,159701,137152,125026,117070,107392,107948,104191,113824,112336,114763,109504,115171,138698,123623,85484,81494,71410,70065,81358,82258,77651,69509,68594,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),--,5206,5221,5207,5009,4554,1751,1795,2436,2214,1519,1523,1523,1523,2456,2456,2216,2764,2216,500,470,483,--,--,--,--,--,--,--,--,--,5400,5550,5000,--,0,--,0,--,0,0,0,--,--,--,--,--,0,0,0,
