报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
货币资金(万元),297807300,289661900,291624800,288203000,283187500,281165300,286208700,262894500,266198700,258705700,272471100,282981400,297217400,274306500,281085200,285134400,282265300,260380200,270427500,255190500,272863500,261311100,256628000,254487800,254208600,248708200,248843000,245241700,227027400,208233200,184429800,182647500,167904200,151780600,114588400,93701400,68750300,45982000,42136100,38612900,34643300,29458700,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,--,--,--,--,0,0,
拆出资金(万元),38826000,50526900,45441600,38784400,57099100,58094900,43254600,36841100,32865700,50425200,43891000,37542800,37223400,40706200,35990400,54706400,38217100,30865500,25754600,25059700,26519700,22338000,18324300,14040400,16502100,21268300,23473000,26172300,10186300,9537500,7725600,5779000,8444300,4943500,4447900,5249800,7725900,4069400,5361600,5607400,7256800,7170300,
交易性金融资产(万元),57463900,57796500,50401900,53297300,50200800,41795500,45303600,44479300,48319200,43926100,41278900,39993500,39274000,41466000,39621300,35137300,33348100,32288200,33378300,24845300,22581100,17855500,13804000,9700500,10339400,6805200,6918600,5565700,5649300,5025700,7979700,9718700,--,11217600,4001700,1720500,--,--,--,--,0,0,
衍生金融资产(万元),5147800,2828400,2274000,1545200,1911700,3146000,696700,1904400,1442900,1603800,1164500,758100,792500,719500,628000,659200,828200,818600,748600,785100,541700,482500,707000,688600,771000,852400,950900,883800,1061800,917300,628800,570600,--,467800,715100,1020700,--,--,--,--,0,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,--,--,--,--,0,0,
应收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,--,--,--,--,0,0,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,--,--,--,--,0,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,--,--,0,0,
应收利息(万元),12623600,11869300,12057900,11767700,11855400,11037000,10856400,10943000,11516700,10477500,10385800,10834000,10447100,9794800,9780700,9521500,8668400,7502200,8132100,7772400,7408400,5999300,6869600,6462700,6132400,4865500,4942400,4726000,5011200,3864100,4314500,3913100,--,3212700,2995000,2378300,279300,1004900,3741100,5693300,6172000,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,--,--,--,--,0,0,
