报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),14251,13124,12286,7171,10107,7560,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),117,186,333,1169,55,568,
应收账款(万元),12522,9618,9927,3253,3791,3629,
预付款项(万元),1067,592,220,251,273,212,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),210,34,36,113,60,12,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),6932,7695,7520,9609,10135,5914,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),2,--,289,102,144,21,
流动资产合计(万元),35099,31248,30612,21668,24566,17916,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,7144,6138,6047,5927,--,
累计折旧(万元),--,1601,1463,1208,917,--,
固定资产净值(万元),--,5542,4675,4839,5010,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),5475,5542,4675,4839,5010,5038,
在建工程(万元),205,148,717,15,--,9,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),5762,5819,5637,5777,376,377,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,8,25,42,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),209,209,241,136,99,81,
其他非流动资产(万元),16,53,16,--,2609,2000,
非流动资产合计(万元),11666,11771,11294,10793,8136,7505,
资产总计(万元),46765,43019,41905,32461,32702,25421,
短期借款(万元),--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),4109,2273,1368,1475,1463,350,
应付账款(万元),5270,4261,2740,2771,4499,2052,
预收账款(万元),681,1335,1747,2776,3880,580,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),48,39,346,106,104,61,
应交税费(万元),761,1063,2669,949,685,769,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),47,33,150,30,46,38,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),10916,9003,9020,8106,10677,3850,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),179,312,488,80,96,171,
长期递延收益(万元),1241,1318,1681,1024,967,593,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1420,1630,2169,1103,1063,764,
负债合计(万元),12337,10633,11189,9210,11740,4615,
实收资本(或股本)(万元),7500,7500,7500,7500,7500,7500,
资本公积(万元),4677,4677,4677,4677,4471,4471,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),754,705,616,524,403,258,
盈余公积(万元),2210,2210,2210,1504,1211,915,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),17692,15694,13963,8132,6920,7663,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),32833,30786,28966,22337,20506,20807,
少数股东权益(万元),1596,1599,1750,914,457,--,
所有者权益(或股东权益)合计(万元),34429,32386,30717,23251,20962,20807,
负债和所有者权益(或股东权益)总计(万元),46765,43019,41905,32461,32702,25421,		
  
