报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),48756,54429,52919,56101,58639,58981,51871,55138,49414,55944,52411,54112,23062,22284,20255,13722,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),21844,19175,19460,15882,15187,12245,14017,12360,10121,8469,9003,10408,5862,4668,4529,1663,
预付款项(万元),316,253,2013,137,90,112,53,111,65,443,493,64,295,261,198,59,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),39,83,75,102,76,120,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),340,308,368,358,412,275,255,188,212,194,167,156,153,101,121,158,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),986,538,2180,1223,581,476,1907,2055,1847,453,2202,2037,427,422,417,102,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),189,164,202,218,197,108,141,69,131,34,56,100,--,36,40,19,
流动资产合计(万元),72683,74950,77216,74022,75182,72317,68244,69919,61788,65537,64333,66876,29799,27772,25560,15724,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),8858,7811,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
