报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),352630,442005,426709,358223,470502,596444,491215,620262,579217,550533,513312,463955,414306,382900,344901,309895,281731,236808,216914,180709,167552,159834,132947,124618,107264,96239,94939,95986,97392,95241,99505,92264,76318,75181,70725,67200,75941,66774,38518,43355,52870,55112,57249,79283,71475,67361,56555,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,15000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,13245,15055,11903,8004,14876,17294,18434,27088,1474,1112,1044,1097,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),122184,92249,98880,87728,94997,126779,112271,95671,103805,122332,118452,95113,104327,118855,104466,106215,98252,96253,86104,90882,87581,81127,83894,75519,77271,71069,76895,66458,69441,63677,47089,48903,42456,40572,31888,28369,13773,8289,20503,11372,7499,4847,4805,5363,4676,4745,3986,
应收账款(万元),368282,352115,318858,291927,290087,240931,232459,254749,224117,211542,209228,226448,192182,197081,179574,171329,165383,166478,155983,159553,152811,151178,144342,146964,137068,153408,125075,130223,118919,118282,116247,110069,104474,94957,85456,72551,64462,65667,61240,57017,53295,50540,42726,25454,20810,16491,14122,
预付款项(万元),47152,39080,33007,42426,41641,49377,45524,35327,32280,26741,25063,22653,26081,16399,21271,21086,19135,21181,20387,31384,37892,29946,35459,32434,33360,37750,30863,30584,21146,16370,9385,7336,768,3214,3011,4268,3760,4973,3640,2333,1924,496,836,1100,652,563,484,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),3428,2950,2723,6685,13918,14450,16162,14441,12667,11007,10764,10160,8015,5431,4238,2937,1939,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
