报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),18866,22350,23703,11920,7451,4229,1404,2414,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,230,211,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),3379,3010,3823,5377,3312,1281,267,936,
应收账款(万元),12576,7898,7706,5514,3516,3539,1983,2472,
预付款项(万元),1268,624,1246,--,--,7,--,6,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),232,202,172,112,551,512,2228,2507,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),7911,5053,3123,3112,3052,3410,1942,1246,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),840,904,283,137,622,1552,90,--,
流动资产合计(万元),45073,40040,40055,26171,18504,14531,8144,9793,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),49,50,43,38,38,38,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,2205,--,1666,1397,--,--,--,
累计折旧(万元),--,951,--,779,503,--,--,--,
固定资产净值(万元),--,1254,--,887,895,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),1237,1254,1126,887,895,421,258,265,
在建工程(万元),--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),476,478,497,163,142,98,106,136,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),53,42,48,53,--,7,50,92,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),265,205,193,154,57,100,75,67,
其他非流动资产(万元),418,423,--,66,--,--,--,--,
非流动资产合计(万元),2499,2452,1907,1361,1132,664,489,560,
资产总计(万元),47572,42493,41962,27532,19636,15196,8633,10353,
短期借款(万元),2000,200,--,1355,514,430,1780,3835,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),1925,2597,1766,1338,2445,986,72,203,
应付账款(万元),6510,4257,5695,8481,3691,2664,1176,1172,
预收账款(万元),913,399,307,237,593,788,66,215,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),428,394,334,778,902,877,305,376,
应交税费(万元),252,191,149,512,212,304,436,187,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,1600,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),75,71,116,61,77,195,13,4,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),12104,8109,8366,12762,8434,6244,5449,5992,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),500,500,500,500,--,180,200,60,
递延所得税负债(万元),0,1,1,1,2,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),500,501,501,501,2,180,200,60,
负债合计(万元),12604,8609,8867,13263,8435,6424,5649,6052,
实收资本(或股本)(万元),8000,8000,8000,6000,6000,6000,500,500,
资本公积(万元),17152,17152,17155,935,935,529,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),858,858,858,858,491,163,357,335,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),8921,7821,7014,6408,3743,2079,2127,3466,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),34967,33883,33095,14269,11201,8772,2984,4301,
少数股东权益(万元),--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),34967,33883,33095,14269,11201,8772,2984,4301,
负债和所有者权益(或股东权益)总计(万元),47572,42493,41962,27532,19636,15196,8633,10353,		
  
