报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),18636,26590,27260,31112,21222,27569,11972,9524,6419,5434,18760,13651,6753,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),19593,19107,25760,26108,19453,19430,14538,19279,4394,15209,1028,265,2729,
应收账款(万元),84811,86193,73326,73955,50216,51411,55107,54663,57591,64222,42520,20456,11042,
预付款项(万元),4498,5728,7929,5339,7682,9189,7678,3848,3823,3063,2529,14754,122,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),21,27,17,36,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,8,--,--,--,9,--,--,--,--,--,--,--,
其他应收款(万元),704,146,273,108,349,117,174,93,215,136,295,123,125,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),48634,34164,30019,21126,42483,22299,17816,15776,21545,9342,937,4820,1549,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12304,10540,10954,14914,11866,8606,426,377,481,63,84,275,242,
流动资产合计(万元),189201,182502,175538,172699,153272,138630,107711,103560,94468,97469,66154,54344,22563,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),129,129,129,129,129,129,129,129,129,129,129,129,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,129,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2688,2729,2771,2812,2854,2895,2937,2978,3020,--,--,--,--,
固定资产原值(万元),--,8279,--,8313,--,8176,--,8254,8265,11979,--,--,--,
累计折旧(万元),--,3728,--,3588,--,3382,--,3257,3137,3245,--,--,--,
固定资产净值(万元),--,4551,--,4725,--,4794,--,4997,5128,8734,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),4658,4551,4621,4725,4841,4794,4889,4997,5128,8734,9489,9593,979,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,4834,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3561,1597,1640,1536,1572,1618,1648,1650,1694,1669,1807,1706,1686,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),15746,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156,
长期待摊费用(万元),--,--,--,--,--,--,1,2,3,6,48,89,82,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1642,1534,1430,1436,1094,1046,1054,1236,950,1115,1100,653,557,
其他非流动资产(万元),--,--,--,--,--,--,432,432,403,336,306,190,--,
非流动资产合计(万元),28424,11695,11746,11794,11645,11638,12245,12580,12483,13145,14034,13516,9421,
资产总计(万元),217625,194198,187284,184493,164917,150268,119956,116140,106951,110614,80188,67860,31985,
短期借款(万元),22000,22000,17000,10000,6000,7000,10000,8000,6000,24400,17000,9200,1200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),10786,21407,23117,21021,20274,11243,9544,4201,3446,4035,368,--,--,
应付账款(万元),32709,31353,27298,31167,20205,17976,18180,26109,26020,27623,22688,7729,2314,
预收账款(万元),11157,2659,2680,2504,2827,1748,2877,2259,1405,1146,1138,16586,158,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1826,1175,968,2568,959,803,713,1503,1226,1398,2325,2651,2570,
应交税费(万元),2379,1171,961,3508,1554,771,921,2234,856,2864,2950,924,2021,
应付利息(万元),86,68,72,63,61,61,75,63,57,71,33,27,11,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,3000,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),9725,522,579,701,919,1852,1331,655,534,380,385,215,112,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
