报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),255403,255120,198397,162572,228982,167146,147886,138593,211823,208575,178245,192656,270098,82074,89887,92196,58292,88025,91580,101395,88687,87000,56193,18867,17283,4769,18350,23191,19470,18057,32001,23824,12183,10077,15537,14804,8898,62,10751,5156,7705,2041,3967,3500,2954,732,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),149444,138388,156303,130617,59678,78202,70795,60090,45059,39660,37264,49933,59143,39245,53350,51393,61755,77392,20890,34048,43171,43941,19376,19226,13287,13308,6666,7141,13735,5254,3212,6230,12068,3054,4369,2700,5604,6271,6614,9016,4240,5315,7822,2651,1799,1670,
应收账款(万元),49794,41764,64549,99187,136581,70004,85261,93535,115897,86872,70794,58331,61595,66464,69252,52290,63144,46170,60877,51028,29844,49433,66704,20896,20997,17735,21662,9356,7581,6998,6106,7699,9371,11984,8167,6667,6450,7711,1110,1742,1335,211,250,1558,2486,1151,
预付款项(万元),8593,6462,7189,11662,13039,12459,28549,39249,37291,14669,13933,13717,12913,11846,52530,46267,44043,30185,29336,15910,17043,4149,4241,720,193,396,901,1423,342,38,44,86,42,125,259,271,120,220,165,243,219,262,105,135,35,49,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,164,164,123,123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),916,763,1122,1138,1155,831,763,740,715,636,677,895,1000,1071,1182,1399,1417,1242,1422,1439,1447,1332,4400,62,19,30,100,43,46,23,48,77,40,37,55,53,53,48,69,63,78,74,87,88,92,80,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
存货(万元),24163,28132,27486,46636,36161,30961,29394,33680,31053,41152,54565,61234,48856,36586,38651,43697,31710,33963,68346,61598,51830,37257,63083,10978,5387,7013,12778,11546,7350,4848,6597,6724,4604,3279,5286,6414,4778,2577,2954,3112,1739,2157,1644,1569,596,1934,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1166,2335,36368,50850,4058,48657,--,--,--,4318,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),489478,472965,491578,502827,479776,408382,362649,365887,441837,395881,355478,376766,453604,237286,304852,287242,260360,276977,272451,265418,232023,223114,213998,70749,57167,43252,60458,52700,48523,35218,48007,44640,38307,28556,33673,30909,25902,16888,21662,19331,15315,10060,13875,9500,7961,5616,
