报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),109802,98894,124797,112873,97361,101704,147649,82372,76217,87759,73978,97546,87113,22122,25349,18769,9972,6056,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),913,1305,2164,2078,120,20,40,594,910,270,1270,1002,1490,850,1500,1820,1970,825,
应收账款(万元),16594,25236,14611,17989,9431,7768,6608,6898,8112,6891,7190,6840,6782,6618,6507,6363,4382,2161,
预付款项(万元),3144,6780,1855,4589,4221,2053,1708,1900,1801,1720,1953,2105,2199,1925,2062,2228,2509,3009,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2751,2659,2035,2475,1766,588,191,200,2124,2074,51,49,179,253,190,178,96,17,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13761,13783,10604,8075,8148,7736,6429,6050,6582,5450,7663,5679,6162,6016,7314,6765,6945,2821,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),30289,42838,36466,52811,72910,64452,25863,18531,20002,10096,15677,202,269,126,427,436,642,239,
流动资产合计(万元),177253,191495,192532,200890,193956,184320,188489,116545,115749,114260,107782,113421,104193,37910,43349,36559,26517,15129,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),12700,12600,12600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),12821,11807,7205,14520,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),20005,--,19824,--,19661,--,16477,--,14499,--,14394,--,12982,12982,12982,12987,12805,9549,
累计折旧(万元),4345,--,3832,--,3347,--,2906,--,2557,--,2232,--,1995,1871,1746,1253,752,297,
固定资产净值(万元),15660,--,15992,--,16314,--,13571,--,11942,--,12162,--,10987,11111,11235,11734,12052,9252,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),15660,15781,15992,16236,16314,13677,13571,11967,11942,12053,12162,10871,10987,11111,11235,11734,12052,9252,
在建工程(万元),11953,11766,5529,5544,5620,7501,3930,4832,3160,1944,916,1223,--,--,--,--,--,2862,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),17515,17593,17676,17815,17899,17980,18048,14878,4844,4877,4908,2535,2555,2564,2584,2669,2740,2721,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),965,889,982,803,732,717,520,9,2,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1362,1198,1012,1068,810,517,352,149,149,149,149,122,122,98,67,65,35,17,
其他非流动资产(万元),32000,16000,11467,--,--,34,225,--,6964,3720,6,1947,1947,1947,1301,--,2700,--,
非流动资产合计(万元),104976,87635,72464,55986,41376,40426,36647,31835,27060,22743,18141,16698,15611,15720,15187,14469,17527,14852,
资产总计(万元),282229,279130,264995,256876,235332,224747,225136,148380,142809,137002,125922,130120,119805,53629,58536,51028,44044,29981,
短期借款(万元),50000,45700,35700,32700,13000,5000,8000,33500,29000,26000,13320,25684,19834,13126,10775,16031,10000,4226,
