报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),33514,39028,50569,50896,49783,49385,46143,42324,41177,41337,38949,46279,6326,7575,2637,4503,5220,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),451,451,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7621,10150,7393,6539,6253,7256,3386,3667,5967,7351,1664,959,1912,5124,4361,3130,1676,
应收账款(万元),30316,25966,29782,28342,26601,17120,23212,20856,19072,15132,21459,19774,17890,13771,11776,9942,7340,
预付款项(万元),1622,927,1133,604,501,398,250,1618,237,91,586,559,469,304,317,252,1175,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3483,3201,3322,3208,3311,3110,145,172,207,76,200,203,238,106,104,88,76,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),15227,13299,12776,11937,11089,8930,8548,8051,8469,9147,8840,8472,8293,7978,6339,4455,3417,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),3,--,11,20,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1300,1432,1600,1600,1702,1709,1700,4500,4500,4638,4500,--,--,--,--,--,--,
流动资产合计(万元),93538,94453,106586,103147,99240,87908,83383,81187,79628,77772,76198,76246,35128,34857,25534,22369,18905,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),210,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,11745,--,9662,--,8181,--,7619,--,7430,--,7038,7051,6934,5609,5360,--,
累计折旧(万元),--,3892,--,4316,--,3307,--,3033,--,2785,--,2539,2426,2214,1764,1373,--,
固定资产净值(万元),--,7853,--,5347,--,4874,--,4586,--,4645,--,4498,4625,4720,3846,3987,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),8915,7853,5358,5347,5537,4874,4632,4586,4559,4645,4425,4498,4625,4720,3846,3987,3815,
在建工程(万元),2803,3376,5152,4143,3147,3041,2946,2925,2922,2847,2704,2520,2481,2571,2231,22,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9417,9524,5748,5807,5838,5395,5455,5498,5482,5547,5576,5548,5582,5640,5819,5990,2407,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),5106,5106,8671,8613,8629,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,3,--,2,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),730,672,692,693,691,535,608,565,547,515,526,496,508,473,414,222,127,
其他非流动资产(万元),--,--,--,0,--,12540,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),27180,26531,25625,24603,23844,26385,13642,13575,13511,13554,13231,13062,13195,13404,12309,10221,6349,
