报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),28520,28958,30936,5836,8293,10770,7950,8252,8117,12093,11233,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),12744,11334,9216,7753,4615,5369,4983,2562,3687,1941,2526,
应收账款(万元),10091,10037,11467,10122,8905,7341,5962,8190,6700,5310,3606,
预付款项(万元),2624,3003,3529,2908,2353,1702,1060,1267,2164,1408,1351,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),154,208,14,53,53,32,26,--,1,4,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),107,63,63,50,91,30,12,36,33,11,31,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),12163,11334,12166,10682,6273,4713,4943,4761,4443,4014,3983,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,142,--,72,--,--,--,--,--,--,--,
流动资产合计(万元),66403,65080,67391,37477,30583,29957,24936,25068,25144,24780,22731,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,13313,--,12371,11125,10693,7096,6199,6000,--,--,
累计折旧(万元),--,4526,--,4171,3727,3327,2738,2469,2220,--,--,
固定资产净值(万元),--,8787,--,8200,7397,7366,4358,3730,3779,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
