报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),75879,81670,77230,70330,67869,76755,52353,49327,52012,49573,45559,38829,39196,47492,45348,44531,48855,56599,45087,43063,43725,45288,46986,54813,46252,58654,55940,56925,52124,52123,38358,36849,36617,46157,35602,31136,36254,35424,35994,33601,33572,43376,38034,44631,49631,48783,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,2,64,43,46,46,42,30,32,40,34,43,25,15,17,17,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收票据(万元),17866,12826,11646,10325,11782,12354,12054,7340,7829,6663,6085,7263,8246,7896,8713,6504,6420,9562,8168,8398,5647,5967,4812,5123,4055,6244,6013,4336,4545,3877,2149,1813,1457,1372,1630,1979,1293,1792,846,1242,1067,895,930,493,469,606,
应收账款(万元),55722,53050,56160,58524,52801,50449,61633,61660,56825,56342,54323,56658,51949,47664,50769,51297,50678,46801,54790,50791,47377,46563,44812,45081,41243,34530,38800,41721,38324,31866,36672,24468,22077,19729,21136,22801,19016,16388,19542,20801,18662,15649,19493,17842,16496,14148,
预付款项(万元),19891,17211,21533,18203,17972,14477,13970,10350,9085,5122,10649,7731,9358,7127,9608,9782,10559,9420,15092,11585,13141,9970,19344,17860,19005,15585,14842,17618,18750,15893,14178,11953,10036,8424,8027,5707,8622,7553,8808,9543,11285,9662,10408,8504,8400,5752,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,150,150,150,150,150,150,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,1643,0,--,--,--,0,--,84,0,0,0,1500,
其他应收款(万元),2737,1686,2118,2638,2461,1960,1770,1664,2078,1388,2568,2279,2494,1912,2740,2535,3094,1798,2798,1900,1429,1174,2008,2003,1641,1449,3838,2647,2195,1911,3023,6903,7166,6327,3343,1845,1379,1845,3467,3285,3321,2934,5525,5600,2694,6041,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
存货(万元),92121,98981,89304,87842,86675,83226,72632,73544,70062,71276,66252,65473,63629,66908,61149,63262,61466,65271,54955,53366,50070,55615,45373,48660,50740,57198,51591,55393,51823,50214,44170,37152,33658,34250,33189,36315,37900,41656,38813,38265,39945,40706,38967,38077,37448,36316,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),1004,947,487,1325,1081,994,108,199,526,611,594,406,578,1132,--,--,--,--,--,2,--,--,61,36,--,--,6,44,66,24,39,81,97,1,3,13,38,41,130,11,67,31,141,152,192,43,
流动资产合计(万元),265220,266372,258478,249187,240640,240217,214521,204234,198566,191124,186180,178788,175600,180282,178327,177911,181073,189451,180890,169104,161388,164578,163397,173577,162936,173660,171030,178683,167829,155907,138590,119221,111173,116303,104619,99842,104543,104729,107631,106788,107952,113381,113523,115313,115348,113207,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),30790,31805,31753,35941,38444,37181,37340,6811,6811,6812,6809,6816,6832,6829,6979,39,37,39,39,38,38,36,33,67,67,65,64,66,75,75,639,557,729,649,540,580,537,495,494,551,688,947,32,0,0,477,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,
