报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),105813,106857,93111,95042,97654,100570,88231,77567,91766,84462,66781,63276,64253,71161,55856,53999,64622,79947,34155,33927,45987,47182,46162,52334,55686,66652,12476,11997,18452,12824,6824,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),2436,2512,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,8,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),62488,56105,55131,53915,46028,43187,51463,48621,43497,39312,48540,47136,42919,37662,42182,40266,36091,33543,38428,35512,31531,26668,21446,18324,16509,14863,15056,14616,8419,5122,5002,
预付款项(万元),930,888,1412,1246,1190,1426,4401,3589,922,668,773,886,729,600,761,1363,979,545,1860,5748,4644,3481,13448,8931,8107,7443,6779,5943,11383,127,103,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),46,6,0,0,--,3,8,8,34,--,263,197,104,--,38,118,168,--,114,121,51,--,103,125,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2299,1319,1095,1559,1555,1396,1652,1665,2400,1516,2562,2026,1158,1180,1707,1780,1835,1117,2800,1349,2896,2648,1616,458,567,661,1460,970,1090,1696,2782,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),101,3,8,20,3,3,2,2,2,2,2,2,2,2,2,2,--,--,--,188,84,--,--,--,--,--,--,--,--,38,143,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,598,699,364,630,99,221,353,468,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1589,1647,687,754,817,928,1152,2855,1851,3416,1609,1034,1073,1045,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),175703,169337,152041,153335,147611,148143,147016,134534,140825,129843,120530,114557,110238,111670,100546,97527,103695,115153,77358,76845,85193,79979,82775,80172,80869,89619,35770,33525,39345,19807,14855,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1742,1638,1627,1995,2428,2539,2400,2089,2018,1301,200,--,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4416,3301,5700,5718,6471,6550,6316,3361,3590,3617,3321,3919,4208,4410,3062,3037,2666,2920,2746,2742,2717,1742,1008,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),14844,15024,13295,13454,13433,13789,12318,12429,12541,12566,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,31602,--,32020,--,29052,--,26720,--,26740,--,36612,--,35848,--,15278,--,14894,--,14390,--,14480,--,13186,--,12983,--,6459,5249,3815,3393,
累计折旧(万元),--,8939,--,8415,--,7959,--,7615,--,7283,--,7481,--,6316,--,5629,--,5067,--,4544,--,4311,--,3391,--,2987,--,2743,2522,2006,1568,
固定资产净值(万元),--,22662,--,23604,--,21093,--,19105,--,19457,--,29132,--,29532,--,9650,--,9827,--,9846,--,10169,--,9795,--,9996,--,3716,2727,1809,1819,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),22373,22662,23558,23604,21051,21093,19348,19105,19111,19457,28828,29132,29322,29532,9538,9650,9623,9827,9637,9846,10012,10169,9843,9795,9866,9996,3932,3716,2727,1809,1819,
在建工程(万元),5780,5624,443,81,495,413,400,554,522,95,362,115,--,5,17434,13993,9936,9128,6719,--,--,173,--,--,--,--,6525,5852,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10602,11063,9414,9736,10244,10566,10649,10963,11156,10960,13879,13491,13767,13946,13816,13514,13167,13262,12639,12701,12703,12077,1104,917,1013,882,814,697,803,484,392,
开发支出(万元),600,216,1054,1060,811,803,2280,1154,1006,1008,741,688,636,672,615,515,638,597,338,317,256,97,159,302,--,--,--,--,--,--,--,
商誉(万元),55025,55708,55994,56376,56723,56828,56108,55978,54370,54454,53617,50064,46110,46110,47437,47437,28417,28417,28417,28417,28417,28417,--,--,--,--,--,--,--,--,929,
长期待摊费用(万元),2477,2156,1908,1936,1891,1854,2885,2834,2923,2819,3384,3496,3579,3075,1509,1607,1609,1460,1587,1631,1681,1573,1992,2051,2228,2312,2132,2283,1187,585,872,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),743,638,854,802,835,843,946,1112,614,658,638,426,386,572,715,672,807,830,467,455,451,550,137,202,208,236,210,165,137,51,113,
其他非流动资产(万元),14,14,4615,904,3542,3151,3,3,3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
