报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),39620,12429,9039,8768,10763,4144,1858,2520,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),200,110,227,117,19,19,8,--,
应收账款(万元),6342,5246,4955,5064,3561,3522,2128,663,
预付款项(万元),1536,1388,840,510,355,525,368,555,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),140,105,98,85,387,79,411,894,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),11471,10947,10231,8563,6333,6825,5604,3670,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),85,220,371,122,478,492,266,50,
流动资产合计(万元),59395,30446,25761,23228,21895,15607,10643,8352,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),257,276,291,300,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,17078,16589,16498,--,14652,11642,--,
累计折旧(万元),--,4931,4546,4202,--,2834,1763,--,
固定资产净值(万元),--,12147,12043,12296,--,11818,9879,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),12535,12147,12043,12296,12471,11818,9879,4640,
在建工程(万元),2504,8,42,36,240,146,190,1002,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),3351,3320,3332,3356,1985,1956,1894,1936,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),427,428,431,438,450,432,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),345,323,285,249,198,174,143,71,
其他非流动资产(万元),--,--,--,--,--,--,--,--,
非流动资产合计(万元),19418,16502,16423,16676,15343,14527,12106,7648,
资产总计(万元),78813,46948,42184,39905,37238,30134,22748,16000,
短期借款(万元),2000,2000,2000,1500,1500,1740,2517,1001,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),849,559,313,207,850,214,--,140,
应付账款(万元),6047,5751,4620,5013,4522,4623,3398,1159,
预收账款(万元),4559,4203,3769,2774,3940,2273,1943,3659,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2543,1716,1477,1904,1035,1337,1004,652,
应交税费(万元),1102,866,733,485,1069,871,2503,1390,
应付利息(万元),--,--,--,--,--,--,17,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1582,50,26,35,33,20,24,199,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,500,2,0,2,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),18682,15145,12937,12418,12951,11078,11409,8200,
长期借款(万元),500,500,500,490,1000,500,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,2,2,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),948,804,729,498,418,382,314,243,
长期递延收益(万元),--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,133,
