报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),4152904,4962148,3840217,3924932,3592025,2462148,2539466,2253374,2140181,1635319,2200687,2646672,1784596,2509305,2539968,1883992,1938071,2254213,2158906,1905324,1436067,1429040,1832008,1226541,1950068,1815500,1543902,1513206,1893335,2493746,2279066,1136630,794312,1004326,882810,1155200,849371,876319,948751,405904,746312,1046372,733151,858423,975076,917394,1244909,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
交易性金融资产(万元),69451,16451,15951,12504,13105,13300,12338,13545,13545,12045,10604,--,--,--,1287,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
应收票据(万元),--,6045,10347,5241,24560,6694,5367,6879,4980,9384,5695,15213,21014,4635,3844,4093,9600,31410,8581,12314,7502,13110,7389,2596,3621,4154,3149,5453,7238,4353,6145,817,2484,1779,2452,3874,3864,1354,4468,1943,5094,8057,7187,12904,5355,3538,6809,
应收账款(万元),--,2369477,1850916,2173389,2161415,2049166,1741427,2246008,2198445,2146517,1681107,2131518,2088581,1987730,1663212,1966650,1840136,1728741,1531230,1584410,1700781,1550210,1429984,1661532,1444629,1354683,1243924,1229003,1146662,1106339,1040788,1059538,1071912,1062583,987065,1085618,1096819,1098476,931293,261627,241088,341996,327321,340203,355449,356085,351607,
预付款项(万元),400756,405261,377393,448498,370776,428913,399077,442784,391658,408893,382340,509302,427785,500136,409448,454398,489376,521808,400564,414815,419414,496821,416998,443431,396442,443892,368911,405161,319036,482466,306655,265904,205773,199882,185333,163083,142470,143686,148776,96825,112044,122329,99274,105980,101317,107269,99246,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
应收利息(万元),--,38519,31781,28514,20861,16942,14125,1011,29,29994,11983,448,75,86,89,35,13,10,31,40,15,11,5,419,86,138,158,93,148,161,165,109,252,631,687,356,620,772,569,1297,1369,1755,969,634,605,3686,1200,
应收股利(万元),--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,18648,--,--,--,--,--,--,--,--,--,--,--,231,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,
其他应收款(万元),560276,522910,758883,2708138,2719590,2754828,2748751,921148,804577,686240,962079,472433,440649,439689,480140,568865,581844,584250,564333,722826,688068,685684,541871,222059,215904,209224,192461,214762,175980,201820,161661,200592,185842,193570,666742,735446,734584,1809908,1465092,85762,80286,121560,212042,82964,69690,83000,83436,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
存货(万元),193914,281422,223857,189995,179213,243501,243126,355688,349690,489248,394588,500271,573123,601762,437847,380622,441006,603065,553577,660996,504317,680393,580326,428199,577978,640217,465137,438582,408860,429372,372842,201614,233043,220023,241241,132069,112680,91043,117071,82769,81344,223774,252836,268058,259355,257121,237387,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,--,--,--,0,0,0,
其他流动资产(万元),682291,762282,567802,471064,509610,523539,519710,329481,312847,556313,326693,363118,309929,173812,126231,47044,55741,28667,16055,--,--,10343,15428,--,--,--,69605,932,2558,67599,61962,120861,112748,117039,105944,96203,0,0,0,0,0,55129,50834,46736,47735,47507,45810,
