报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),14032,14152,23793,8083,2753,7746,8754,4887,5707,8438,5696,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),688,434,488,327,479,1817,553,178,1791,92,126,
应收账款(万元),17694,14805,14381,14373,16364,10566,8646,8512,7878,5903,6414,
预付款项(万元),434,274,369,241,167,136,231,515,1744,1029,135,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),434,465,441,286,281,228,259,387,187,326,327,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),4002,5038,5435,4795,4886,4385,4708,7528,6897,5276,2884,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),8012,8224,354,263,225,206,168,552,582,222,--,
流动资产合计(万元),45296,43392,45260,28368,25156,25085,23319,22559,24786,21287,15583,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,2312,--,2209,2188,2085,2011,1953,1891,1720,1593,
累计折旧(万元),--,1285,--,1221,1183,1067,900,811,723,642,628,
固定资产净值(万元),--,1028,--,988,1005,1018,1111,1143,1167,1078,964,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1106,1028,1048,988,1005,1018,1111,1143,1167,1078,964,
在建工程(万元),722,719,710,701,332,158,--,--,--,--,38,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1977,1987,2000,2011,1987,2040,2070,2088,250,242,246,
开发支出(万元),21,6,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),3,4,6,7,8,12,16,19,21,4,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),200,188,188,194,176,110,83,92,71,66,92,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),4030,3933,3951,3901,3508,3337,3280,3342,1509,1390,1340,
资产总计(万元),49326,47325,49211,32269,28664,28423,26599,25901,26295,22677,16923,
短期借款(万元),--,--,--,--,--,--,--,--,1000,--,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),729,977,874,1033,1416,1332,1460,1920,1403,2531,--,
应付账款(万元),5787,6074,6352,5780,3870,4466,4253,4824,5719,4347,3937,
预收账款(万元),618,361,708,563,744,1150,3015,4671,4143,3474,1582,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),633,597,570,936,540,851,782,422,679,491,482,
应交税费(万元),719,28,327,920,798,694,985,154,218,332,286,
应付利息(万元),--,--,--,--,--,--,--,--,2,--,1,
应付股利(万元),--,--,--,--,--,--,--,613,--,--,455,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
