报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),116849,124359,133753,123459,132184,127081,110391,101241,95521,114882,106977,79024,67968,64737,55617,50694,42085,51269,54394,55816,66838,60979,61933,61876,70666,69847,69187,72496,43370,18240,23404,14326,24277,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),20209,20836,13935,10704,12770,17442,18594,20757,25236,22329,15784,15379,1717,1589,2211,1344,1570,1189,1100,4146,4442,2046,4654,4653,404,825,2927,3788,11372,4950,59,430,7174,
应收账款(万元),168149,194971,193038,178484,156014,175266,174087,172806,157129,168019,158595,142852,111450,116090,120669,109734,115590,123007,121084,114444,107318,115054,109073,105509,91019,109685,94910,94143,72092,90530,69339,62117,40459,
预付款项(万元),3722,4136,3573,3668,3022,3320,13983,14621,13027,13725,26747,25939,27417,26196,44861,48173,62171,59319,58337,64272,72669,63378,49483,49750,55274,45285,36122,27946,25289,9129,33776,11418,7971,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,18928,--,34565,22100,22005,15581,14815,14868,14408,16393,14659,12264,14937,10936,10905,10220,10182,10426,10418,8524,8397,11187,8643,14528,8851,11177,10551,10644,9963,7914,12574,11782,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11016,8280,13475,14967,15204,18330,17662,15516,15210,10392,7803,12390,13540,14651,44780,20889,2968,3938,9726,12202,6024,5937,23148,8058,7102,6688,4535,4245,8478,25675,3845,15592,2691,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2716,2092,2748,2135,1835,1834,1262,1289,1494,1631,5452,5463,3544,5386,4541,6608,8730,1617,10111,10952,1627,1951,3453,1667,928,1969,698,1255,862,774,970,436,731,
流动资产合计(万元),342378,373602,380906,367982,343129,365277,351559,341044,322485,345387,337752,295707,237901,243585,283615,248347,243334,250521,265177,272250,267443,257743,262931,240157,239920,243148,219555,214424,172106,159261,139308,116893,95084,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,5137,5191,6467,6947,2108,2536,2536,2536,2698,2698,2108,2108,2108,2108,2108,2108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),6347,6335,5710,5890,5866,5860,5631,6037,1482,1482,1027,1258,127682,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,164,163,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),4722,4777,4832,4887,4941,4996,5009,5063,5117,5171,4964,5032,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,744,671,630,579,3807,
固定资产原值(万元),--,105959,--,106224,--,94222,--,85639,--,85194,--,75860,--,44253,--,39980,--,38551,--,22343,--,22411,--,22309,--,21990,--,21660,20843,20690,20183,20449,--,
累计折旧(万元),--,42420,--,41584,--,39573,--,38368,--,37108,--,33959,--,14687,--,14409,--,14463,--,11779,--,11624,--,11370,--,11080,--,10758,10282,10111,9741,9375,--,
固定资产净值(万元),--,63540,--,64640,--,54648,--,47271,--,48086,--,41901,--,29566,--,25572,--,24088,--,10564,--,10787,--,10939,--,10910,--,10901,10561,10579,10441,11074,--,
