报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),55763,54970,57118,42581,48931,91989,25225,33594,20409,18982,17623,41195,8429,13697,15608,18258,11939,8449,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4072,2701,1545,755,745,761,570,356,95,157,205,50,130,40,37,--,--,--,
应收账款(万元),208020,186726,168513,130598,121370,92491,85605,66145,61027,56986,48941,44632,41384,37346,35185,28857,19001,14382,
预付款项(万元),22095,13803,20551,15659,17781,10472,14260,12381,9779,4077,7779,7301,3979,3462,4245,2503,2988,947,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),8382,7711,7112,6564,5334,7948,3307,1286,3133,941,977,910,960,1151,771,835,584,534,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),109578,104082,96281,76969,74015,67421,58259,45425,42964,39552,41306,29925,30778,24073,21747,17748,17572,11016,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),769,732,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),11512,13211,4675,4278,4135,1084,74,4024,199,72,973,57,168,132,114,0,--,--,
流动资产合计(万元),420190,383937,355795,277404,272312,272166,187300,163211,137607,120767,117805,124070,85829,79901,77707,68202,52084,35328,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1170,970,3640,3640,3640,580,4110,4110,3100,3900,2100,100,60,--,--,--,--,--,
