报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,
货币资金(万元),35910,4315,6983,4488,4077,6276,6838,5534,3582,4015,6017,3475,5583,5399,5762,4410,3602,4921,7026,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6013,2746,3155,1259,687,395,93,112,46,344,118,48,64,122,78,18,105,--,10,
应收账款(万元),20225,19442,21542,13899,12376,9833,8346,9347,8114,8642,7429,6852,3795,5718,5100,5923,4747,5208,5823,
预付款项(万元),703,815,661,508,127,146,156,269,48,191,362,250,2838,475,2280,1686,2115,1710,2806,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),819,737,585,354,340,83,119,139,137,139,148,84,88,65,70,106,215,198,205,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),17022,15452,13849,10144,6975,7829,8216,6891,7543,7605,7630,6222,7175,4546,5587,4812,5377,5421,6881,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),762,878,1625,2118,1546,2568,453,398,418,795,502,256,357,612,--,--,--,--,--,
流动资产合计(万元),81454,44385,48400,32770,26128,27130,24222,22690,19889,21731,22206,17187,19900,16936,18876,16954,16162,17458,22752,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,49330,46885,42307,--,24341,--,--,--,21815,--,--,--,17111,--,--,--,16936,--,
累计折旧(万元),--,12358,11089,8539,--,6772,--,--,--,5380,--,--,--,7249,--,--,--,6216,--,
固定资产净值(万元),--,36972,35796,33768,--,17569,--,--,--,16434,--,--,--,9862,--,--,--,10720,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),36555,36972,35796,33768,26845,17569,17776,17998,17521,16434,9489,9652,9672,9862,10080,10267,10468,10720,10789,
在建工程(万元),3665,1879,169,1944,6294,4697,3393,1264,763,1690,6977,5593,3618,2319,1417,623,142,43,30,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-27,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3771,3799,3857,3922,3927,3978,4005,4033,4060,4042,2946,2968,2989,3011,3032,2838,2854,2870,954,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,110,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),21,22,25,--,--,--,--,--,--,19,19,26,29,33,36,39,43,47,57,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),477,476,477,673,472,239,145,145,145,145,113,113,113,113,71,49,49,49,--,
其他非流动资产(万元),1252,1514,1461,390,950,2068,1648,1772,1043,55,870,1656,--,1438,--,--,--,--,--,
非流动资产合计(万元),45741,44663,41785,40697,38487,28552,26967,25211,23532,22385,20414,20006,16421,16775,14636,13816,13556,13729,11912,
资产总计(万元),127194,89048,90185,73467,64615,55682,51190,47901,43421,44116,42620,37194,36322,33711,33512,30770,29718,31187,34664,
短期借款(万元),24275,24919,19912,12003,8191,10636,6874,2950,3860,2543,2073,1104,985,1093,3277,8777,9296,10659,11220,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1200,2379,5648,2741,3868,3961,3348,4558,4228,3718,4991,3350,3997,3687,3611,2991,2775,1988,5613,
应付账款(万元),15548,10172,15112,12549,8907,5721,6991,5988,4501,7524,6630,5328,4431,4554,4852,4272,3858,4149,3701,
预收账款(万元),234,218,147,155,156,130,302,270,291,197,285,284,322,182,358,325,611,832,1000,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1178,971,1259,981,685,806,753,663,525,679,631,563,560,675,744,694,635,754,557,
应交税费(万元),784,539,1465,882,1140,685,378,537,269,432,437,-35,-137,236,-152,379,-3,404,52,
应付利息(万元),33,39,30,31,198,29,225,164,110,43,226,167,104,44,235,166,103,49,21,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
