报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),66516,54092,35677,40637,29637,102796,54421,73964,53329,51343,64449,73679,63548,67672,76876,86832,95532,101995,106926,105361,104550,104783,106500,104427,105647,108828,97489,98025,92724,27469,16800,13561,2272,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,14244,14244,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),27751,32314,33073,18128,21954,32349,32393,25611,13658,22316,23888,20000,13980,22632,25386,19113,10256,8986,13460,13424,4186,6058,16402,21381,17727,19592,15415,14657,9265,7079,17329,3362,293,
应收账款(万元),64517,49064,55091,51632,40934,47878,66118,57655,62776,52905,46765,52594,45839,15029,16633,25559,21139,15877,9863,12549,15847,9374,7318,11614,12391,6265,8548,17288,15867,17255,8296,4165,2614,
预付款项(万元),417,545,338,747,779,1078,834,650,789,585,349,2785,2983,1727,1971,5876,8961,5505,3530,313,113,167,176,291,232,822,1335,2502,6399,2864,1796,849,483,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),185,36,35,59,50,154,56,80,49,213,257,206,385,239,728,459,626,1021,850,793,645,1262,793,907,745,1186,683,500,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),281,346,321,316,274,276,291,129,80,272,224,372,190,1161,264,136,120,125,143,747,878,717,608,15,9,11,12,19,3,216,11,22,20,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
存货(万元),59164,59513,44468,46683,44419,40860,34198,33025,34391,40259,39188,27784,32829,26603,23086,17306,24949,20204,17842,13975,12853,14425,17571,18385,17050,25105,30361,38065,39059,25355,19668,6181,4245,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
