报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),685,635,548,513,949,765,751,4169,14026,10917,6773,7026,5626,11272,7388,10704,5138,6818,6026,8123,14871,15135,15664,16295,22914,34650,32994,35024,39827,42002,42649,48390,48602,51212,55952,58235,63474,65342,4602,3789,2897,2991,1532,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收票据(万元),--,31,173,173,475,291,--,2020,200,30,0,300,185,1105,--,8897,9020,8276,7876,6673,7421,5999,5091,4733,4338,3238,2696,3063,4715,4277,2048,862,2443,1922,1307,526,2063,1434,1609,1448,920,491,1949,
应收账款(万元),--,99208,79466,84129,94542,97763,68876,68143,87052,70426,40506,32813,18517,18220,12661,39660,38885,39115,38225,35274,33681,34155,33492,32769,29566,23884,21755,20543,18254,17810,16455,17435,15617,15634,14267,15407,13782,12131,10735,10975,8909,8188,6464,
预付款项(万元),6714,7058,21530,19410,17878,14504,7241,9089,6126,1274,4457,2594,3149,1456,1153,340,613,1110,550,653,824,494,484,1306,1087,909,1875,1807,1668,2332,6608,5260,5388,5622,3036,838,578,167,72,502,644,64,278,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,287,204,--,--,--,255,--,--,--,--,394,263,131,--,1502,1361,1083,874,1022,701,408,83,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应收款(万元),--,5018,17631,16244,20071,14869,13128,8598,5865,5428,7253,4502,4864,1656,2564,1305,1430,1145,2342,1787,2225,1774,2738,2525,3249,2029,2219,2067,1796,1504,1613,1672,1415,1303,1034,830,762,594,793,589,515,545,4798,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
存货(万元),39343,39039,99898,96910,95244,107183,136100,123122,80584,98509,95246,69687,52630,56314,58782,4943,5285,4848,7602,8260,7591,8582,10303,9343,8316,6213,6574,6171,6057,4728,4405,4022,3504,3427,3097,2912,2675,2954,3294,3692,3273,1643,926,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),7855,3929,4188,11431,3299,3897,2810,--,--,0,0,0,0,0,--,--,4000,4000,4500,4000,--,--,--,--,--,--,--,--,--,--,20,50,--,--,--,0,--,0,0,0,0,0,0,
流动资产合计(万元),152096,154918,223434,228810,232457,239272,228906,215141,193854,186584,154234,116922,84971,90023,82547,65848,64658,65517,67121,64771,66613,66394,67771,66971,69470,70924,68507,68937,72448,72653,75300,79052,78133,79994,79716,79449,83742,82705,21106,20993,17158,13921,15947,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),--,--,--,0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2100,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),--,--,1200,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,--,--,--,0,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),--,4636,--,4628,--,4418,--,4330,--,1158,--,3019,--,2346,--,31544,--,31588,--,31233,--,30993,--,23724,--,19335,--,11353,--,11046,--,7808,--,5466,--,3487,--,2302,0,2292,2193,0,0,
累计折旧(万元),--,2683,--,2493,--,2282,--,2102,--,1880,--,1665,--,1158,--,7971,--,6975,--,5961,--,4965,--,3728,--,2231,--,1692,--,1336,--,1091,--,891,--,735,--,652,0,571,493,0,0,
固定资产净值(万元),--,1953,--,2134,--,2135,--,2227,--,-722,--,1354,--,1188,--,23573,--,24613,--,25272,--,26028,--,19996,--,17104,--,9661,--,9709,--,6718,--,4575,--,2752,--,1650,0,1721,1700,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,--,23,--,23,--,23,--,23,--,23,--,23,--,23,--,23,--,23,--,23,--,23,0,23,23,0,0,
固定资产(万元),--,1953,2041,2134,2062,2135,2120,2227,1761,2291,1662,1354,1393,1188,1164,23550,24231,24590,24787,25249,25657,26004,26087,19973,20344,17081,17378,9638,9684,9686,6763,6695,6694,4552,2939,2729,1600,1627,1660,1698,1677,1639,1344,
在建工程(万元),--,--,--,--,--,--,--,--,142,119,70,0,0,--,--,37,37,35,286,284,254,59,41,5065,4931,4233,3119,9872,9417,7589,4927,3601,2298,2505,2029,1725,1518,1344,1019,917,151,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),5847,5870,5894,5920,5946,5973,6000,6023,6533,6076,51,55,50,54,26,2978,3178,3049,3087,3121,3156,3190,3064,3095,3107,1878,1888,1896,1906,1917,1927,1937,1948,1958,1968,1979,1989,1999,2010,2020,1775,109,112,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
商誉(万元),1282,1282,14238,14238,14238,14238,14238,14238,14238,14238,20528,20528,18215,--,--,1695,1695,1695,1695,1695,1695,1695,1929,1929,1929,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期待摊费用(万元),169,197,367,383,447,463,825,544,790,466,508,529,560,567,108,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延所得税资产(万元),135,213,1457,1458,1458,1458,748,748,748,748,294,294,274,217,145,600,600,600,485,447,444,440,364,364,445,270,191,191,160,157,137,137,113,109,168,168,139,125,108,111,76,71,82,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),9305,9515,25197,24134,26251,26367,26030,25881,26311,26038,25212,24861,22592,4125,3542,30960,31840,32069,32440,32897,33306,33489,33586,32525,32856,25561,24676,23696,23267,21449,15854,14470,13153,9123,7105,6601,5246,5095,4797,4746,3677,1820,1537,
资产总计(万元),161402,164433,248632,252944,258708,265639,254937,241022,220165,212621,179447,141784,107563,94148,86089,96808,96498,97585,99561,97667,99919,99883,101357,99497,102326,96485,93182,92633,95715,94102,91154,93523,91286,89117,86821,86050,88988,87799,25902,25739,20836,15741,17484,
短期借款(万元),51355,51518,51440,51450,52500,58500,29500,29600,25560,20560,20260,10260,8800,--,--,1500,2000,2000,500,2000,2000,2000,2000,2000,2000,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,2000,3770,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付票据(万元),--,--,--,3147,1217,1147,1780,5124,9346,5125,6000,7377,4202,7029,4159,2457,2290,2331,3615,2791,2034,2069,1700,1200,1270,2009,1770,1541,1410,986,386,535,535,--,--,0,--,0,700,900,200,0,0,
应付账款(万元),--,34193,--,58804,53301,53809,79318,68963,56169,69561,49923,30406,14975,19426,14722,4558,4093,4782,5927,4475,5577,5957,6271,6468,5444,3906,2987,2703,2697,2778,2015,2743,2318,2243,1477,2037,1636,1691,1565,2621,2612,1853,2370,
预收账款(万元),443,464,777,583,508,393,762,711,1079,642,766,960,415,444,494,942,699,589,1089,844,977,751,1949,1435,1474,661,1637,1668,1399,819,1004,1302,1024,794,757,536,390,701,634,689,510,65,721,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),874,1463,1207,1263,788,892,373,316,8,710,28,74,83,398,-0,266,179,323,411,413,364,330,1177,778,450,303,784,608,389,385,873,749,490,256,924,711,490,245,773,567,257,216,775,
应交税费(万元),4767,4816,2547,5656,6231,5732,-307,-3203,-3735,3259,2391,2377,968,2272,3421,-267,177,661,338,-34,374,673,440,480,1591,950,39,558,394,762,374,232,27,248,295,456,746,671,356,503,293,458,356,
应付利息(万元),--,2149,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付股利(万元),--,4558,--,4558,1948,1948,1948,2587,52,52,739,1780,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,575,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),--,7940,34651,28286,40619,41974,28810,27041,29505,30767,23682,22824,15991,3577,10953,771,565,522,1202,1144,1411,1362,1105,1092,1279,1546,1014,1221,1273,1354,892,1163,1254,1300,1022,838,632,812,594,635,369,373,1214,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
