报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),17536,18434,14718,17924,23233,14516,14704,19183,18537,50338,25390,47212,27460,76041,8291,10873,7605,6695,4539,6006,4760,7854,3541,3263,4323,6530,3861,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),15998,11430,13464,13654,15436,16271,15479,15504,11730,9227,10378,11754,9795,11000,7893,9863,9587,10773,13389,11366,11937,11730,6892,8140,13754,6015,2505,
应收账款(万元),45674,51276,40725,41054,37266,39885,34762,37863,36424,32607,26776,29925,31912,32845,33247,30696,30064,27867,30084,32273,33527,28579,31781,29096,20362,12789,11021,
预付款项(万元),876,700,751,484,604,485,699,514,1159,653,1195,654,889,1062,772,494,763,665,1352,1013,933,749,1347,590,635,697,539,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),882,647,755,709,637,624,687,317,280,323,618,603,721,635,553,1393,1328,1466,785,704,770,886,1320,1136,922,391,238,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),29836,27963,28043,26038,25797,24500,24542,23370,23060,25240,23483,20892,20915,20215,20184,18600,18897,18091,17154,16747,13552,13647,10689,11629,12242,13801,9629,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12132,13974,20376,22639,26480,31681,29573,26654,27607,871,25981,21928,37852,814,1066,1424,1310,1868,93,74,90,122,165,207,188,100,90,
流动资产合计(万元),122933,124425,118832,122501,129454,127963,120445,123406,118798,119259,113821,132968,129543,142612,72007,73343,69554,68471,67397,68183,65568,63967,55737,54060,52426,40324,27884,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,400,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1047,--,982,938,997,1088,1170,662,585,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,99499,--,95700,--,94727,--,77851,--,75532,--,73350,--,71063,--,66343,--,65261,--,59067,--,51331,--,44797,--,39009,29724,
累计折旧(万元),--,40123,--,37674,--,34710,--,32537,--,30243,--,27677,--,26037,--,23907,--,21551,--,20063,--,16106,--,14900,--,10779,8990,
固定资产净值(万元),--,59375,--,58025,--,60017,--,45314,--,45289,--,45674,--,45026,--,42436,--,43709,--,39004,--,35225,--,29897,--,28230,20734,
固定资产减值准备(万元),--,107,--,107,--,107,--,107,--,107,--,107,--,107,--,107,--,107,--,107,--,--,--,--,--,--,--,
固定资产(万元),59959,59268,56884,57918,58943,59910,44583,45207,46067,45182,45544,45567,45202,44919,41271,42329,42971,43602,38724,38897,35151,35225,31120,29897,29030,28230,20734,
在建工程(万元),11094,11980,10116,8129,7441,5650,7204,6106,4924,4397,3552,3416,3659,3783,6002,5577,4883,5023,10262,10072,9389,9286,12095,14381,14098,1230,6329,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9552,9734,9906,10098,10319,10568,10901,11131,11267,11505,11737,11901,12141,12378,13808,13677,13920,11111,10220,10385,6928,7028,7219,7280,7435,7864,2551,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68,56,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),311,330,291,299,423,424,552,540,655,600,476,476,461,469,342,377,433,466,375,364,380,354,513,123,153,370,199,
其他非流动资产(万元),5474,4235,5922,4176,2457,2490,11567,9734,8525,7167,6782,6464,5497,5477,4984,3229,2490,2274,2151,2316,1653,1426,1796,422,824,2423,2259,
非流动资产合计(万元),86859,86017,83589,81090,80052,79511,75276,73188,71907,69321,68560,68293,67429,67495,66876,65659,65167,62945,63317,62559,54484,54257,53739,53191,52709,40778,32658,
资产总计(万元),209792,210442,202421,203591,209505,207474,195722,196593,190705,188580,182381,201261,196972,210107,138883,139002,134720,131416,130714,130742,120052,118224,109477,107251,105135,81102,60542,
短期借款(万元),--,--,--,--,--,--,1200,1200,--,2500,2500,19900,15226,26826,27810,26318,25515,23475,22735,21800,19000,19150,16795,15095,11408,3000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),10211,10598,12089,9164,13985,11872,4931,4738,8084,7424,4779,3497,5218,6579,4958,4719,4553,3954,2071,2423,1303,1985,1097,145,1477,1473,482,
应付账款(万元),40523,39159,28885,30685,33448,34023,31200,30179,24709,23383,21064,21861,22163,23720,19612,19434,17741,18204,21067,20179,17475,16361,13302,14755,16512,11945,8391,
