报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),13808,18107,21688,11219,9280,14344,15385,16075,8284,13100,24527,18434,19202,47952,50029,51031,--,16280,15010,11594,9077,5725,1950,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7029,6265,5727,5316,4822,5733,6998,7209,6379,7031,8035,7294,6003,5206,5914,5417,--,5179,3485,3380,2325,1884,2348,
应收账款(万元),8404,7713,6077,6001,5777,5915,5915,6232,7920,9376,8697,8750,7245,5014,3978,3893,--,3925,3333,3350,2756,2775,2535,
预付款项(万元),3856,3417,990,3046,2705,3099,2896,3295,1780,16375,5986,6315,4393,3789,3221,2506,--,1814,2586,938,1001,2877,685,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,13,307,188,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),54,51,54,55,75,39,58,101,97,316,295,564,570,1927,10,8,--,138,113,87,69,25,17,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),17704,15716,18747,19084,18486,16477,15754,14435,17024,15402,16109,15932,14058,6303,5960,6008,--,6290,7584,5606,7456,6383,5535,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,16,49,107,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),24061,25052,25664,26,316,152,207,203,843,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),74914,76322,78947,44747,41461,45761,47214,47550,42344,61649,63757,57289,51472,70204,69419,69050,30664,33625,32113,24954,22684,19668,13071,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),666,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),48949,--,48724,--,40297,--,40457,--,38824,--,33596,--,19276,--,11605,--,--,9899,8432,8217,--,6845,6532,
累计折旧(万元),17259,--,15493,--,14093,--,12923,--,11706,--,10511,--,7429,--,5111,--,--,4203,4401,4117,--,3176,2599,
固定资产净值(万元),31690,--,33231,--,26204,--,27534,--,27117,--,23085,--,11847,--,6494,--,--,5696,4030,4099,--,3669,3933,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),31690,32890,33231,25855,26204,26890,27534,26956,27117,22680,23085,12178,11847,6402,6494,6695,--,5696,4030,4099,3486,3669,3933,
在建工程(万元),15288,13302,12543,19308,18964,7669,7458,6969,6488,6230,6076,11748,11512,6824,4890,4601,--,4205,806,706,263,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6918,6980,7067,7147,7227,7311,7393,7477,7563,7644,7731,4596,4628,1714,1725,1737,--,1772,1819,1842,1865,1912,1939,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),58788,58788,58788,58788,58788,58788,58788,58788,58788,58788,58788,38195,38195,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),3,4,7,9,11,13,15,17,19,34,23,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
