报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),53939,34480,41246,83991,155010,213702,199705,222919,148014,33391,49500,13481,20130,14400,103334,11639,13320,20368,22632,11873,15093,19269,12962,11982,7125,12355,17994,25198,13200,22338,31571,38030,48155,48387,63172,4527,2703,2528,1008,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,10000,0,7315,7196,--,--,--,--,--,--,--,43,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),5904,34141,37964,12495,30327,33248,19220,7967,20160,18011,16236,15959,13124,12452,14675,18051,23690,24219,34448,31336,28224,15743,6144,1458,8718,7572,6400,9411,10945,7945,7450,5108,1950,3643,1847,1696,2675,1083,1502,
应收账款(万元),96318,130501,140573,143558,148031,151143,118386,90764,66063,29497,28704,25878,26952,27206,30761,28262,27775,30783,33664,40938,26980,22879,18503,14337,12328,10874,13021,12695,10979,10428,10455,10027,7185,8295,8224,7556,7679,5807,4966,
预付款项(万元),4815,77135,75250,17944,7062,24565,15633,13777,12636,4751,2400,1856,2171,6116,3960,1501,1780,2910,3215,3239,500,2041,1502,1963,324,14945,14164,11246,12611,9943,12554,14251,11766,5274,3203,3954,2625,3900,210,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),10,--,111,124,25,709,529,529,31,518,672,565,200,396,277,220,188,70,136,77,193,115,55,--,--,--,47,40,108,116,536,397,364,20,0,0,0,0,441,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),--,77257,78422,113373,45947,2795,4212,12051,3646,154,209,223,191,205,132,362,569,377,492,969,398,386,389,397,459,1936,3600,498,353,195,18,12,11,58,807,860,249,17,9373,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),43158,50863,40684,42688,39501,40810,32637,40011,32493,28699,29698,31513,35134,38914,28667,31926,34759,35530,29156,38994,37759,39007,33817,29718,21219,16768,17980,17034,15105,16333,12761,12486,9752,7555,7292,5019,2293,3026,2227,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,35,--,288,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),4690,4701,3064,2187,3772,3207,2936,4045,5034,15622,32931,40480,43339,49612,10728,8751,12703,11267,5505,7385,9112,11352,13234,12851,11099,--,0,--,20,--,--,--,--,110,77,77,0,0,0,
流动资产合计(万元),306810,409079,417313,416360,429677,470211,393259,392350,288077,140642,160351,137271,148438,149300,192534,100713,114783,125523,129249,134810,118300,110792,86607,72706,61272,64449,73206,76123,63321,67300,75346,80312,79182,73342,84622,23689,18224,16360,19727,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),14,100,100,100,100,100,100,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),10395,10716,10831,10941,11008,11215,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),290939,--,287051,--,281988,--,240491,--,227877,--,192775,--,177387,--,167558,--,157169,--,136087,--,134908,--,91840,--,64342,--,57013,--,51807,--,49556,--,37618,--,28257,0,27878,26978,0,
累计折旧(万元),113557,--,101763,--,90266,--,79702,--,70170,--,59467,--,52240,--,45222,--,38632,--,32427,--,26417,--,22329,--,19406,--,16820,--,14454,--,12197,--,10268,--,8858,0,7597,5087,0,
固定资产净值(万元),177382,--,185288,--,191722,--,160789,--,157707,--,133309,--,125147,--,122336,--,118537,--,103660,--,108491,--,69511,--,44936,--,40194,--,37353,--,37359,--,27350,--,19399,0,20281,21892,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),177382,181293,185288,187770,191722,196093,160789,155923,157707,133798,133309,129128,125147,118742,122336,116112,118537,101365,103660,105853,108491,72003,69511,43778,44936,39666,40194,38559,37353,37040,37359,33613,27350,21324,19399,19670,20281,21892,12451,
在建工程(万元),--,38115,36786,28158,24017,20317,23813,5881,4985,6211,7475,10251,17637,24464,10661,9620,3328,19105,16291,14776,14532,49621,50482,70036,67308,59357,43184,23961,18211,16529,9548,6701,8856,10163,7114,391,311,224,0,
工程物资(万元),--,--,37,37,38,82,43,72,50,38,77,849,208,177,254,97,28,29,35,4,4,0,11,5,5,102,3,0,--,--,59,--,1,--,2,0,0,0,3438,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),27493,27801,28109,28048,28344,28040,22269,22885,23140,13185,13262,12698,12073,11989,11848,11123,10891,10933,10641,10707,10773,10435,10498,10568,10617,10605,9317,8676,4100,4116,2274,2287,2300,2268,2281,2455,2350,2290,2304,
开发支出(万元),--,--,--,374,286,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),42592,82084,82084,82059,82059,82059,82059,82059,82059,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),85,--,192,211,226,67,209,29,340,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,85,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),16378,3090,2668,2412,2422,2177,1992,1704,1611,1152,1063,887,954,597,760,933,1022,340,407,443,409,330,238,165,261,1247,1084,968,820,290,204,180,126,59,138,28,67,40,348,
其他非流动资产(万元),5746,10952,12049,18595,17858,11173,32695,25665,15520,10487,4619,4562,2241,4307,9269,5642,4587,6982,5615,3596,2675,3307,4013,5850,2155,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),328106,354152,358144,358705,358079,351324,323967,294318,285511,164871,160058,158374,158260,160276,155128,143527,138393,138753,136649,135379,136884,135697,134754,130402,125282,110976,93782,72164,60484,57975,49444,42782,38633,33813,28935,22629,23010,24445,18541,
资产总计(万元),634916,763231,775457,775065,787756,821535,717226,686668,573587,305513,320408,295645,306699,309576,347662,244240,253176,264276,265899,270190,255184,246489,221361,203108,186554,175425,166988,148287,123805,125275,124791,123094,117815,107155,113557,46318,41234,40805,38268,
短期借款(万元),223364,225453,227997,226226,234838,284610,325881,292617,199275,33420,57030,28748,34731,33776,73234,69876,70503,76550,86043,91198,93685,77609,62761,58721,51879,51008,57723,41828,17191,13714,20338,16073,13163,6986,15638,7400,2447,7720,3145,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,186,--,--,--,--,4,48,78,--,--,--,--,--,--,--,--,--,--,--,--,--,305,691,1527,1304,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,--,61600,78080,76685,66585,30779,44540,40871,37017,28677,23260,22490,18880,16580,13800,19100,18892,21900,14894,13100,16864,13200,10181,3762,5218,4218,1850,4250,7000,--,2000,400,700,1355,2515,3900,6960,2100,
应付账款(万元),--,--,76365,67718,82247,82578,58189,48933,36184,10677,11203,8465,12027,15660,20356,17995,23571,28628,19396,31131,20339,26124,21443,12365,9504,7732,6146,4551,3269,3720,3881,3723,3460,2727,3477,1759,2382,2268,5070,
预收账款(万元),8955,8153,10019,11342,8576,5130,4859,3865,6995,4174,2386,4060,1927,2417,1034,2732,2899,1929,2050,2636,1042,1556,789,479,540,876,655,735,540,560,354,366,632,235,180,261,237,305,576,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),2996,2601,2274,2462,3075,3193,2521,2253,2042,1341,1117,1110,1289,1115,958,1274,1312,1185,1027,1032,727,482,278,323,318,287,238,199,193,115,120,114,90,83,70,57,117,134,108,
应交税费(万元),6355,8075,6825,4774,5709,3637,1930,1855,3908,1624,1365,892,590,166,932,492,540,271,859,576,507,264,168,220,287,-5892,-5456,-4843,-5284,-5062,-3858,-2632,-2027,-1502,-1199,-104,-78,-653,-155,
应付利息(万元),11963,--,7444,2703,2112,1914,1645,1727,1553,95,145,186,210,104,287,368,375,331,436,532,694,269,40,--,120,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,--,398,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,166,--,--,--,176,--,--,542,542,--,--,--,0,0,0,261,1740,
