报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),18477,4867,9925,1886,1249,8,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),156,170,89,36,84,122,
应收账款(万元),18461,16688,14845,10002,4941,4234,
预付款项(万元),126,121,152,60,123,40,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1646,438,894,1093,4316,3978,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),12569,9766,7873,5560,3818,3201,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),19863,354,217,101,29,210,
流动资产合计(万元),71297,32403,33994,18738,14559,11793,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,--,31352,22571,15339,--,
累计折旧(万元),--,--,7755,5491,4302,--,
固定资产净值(万元),--,--,23596,17079,11037,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),37787,34200,23596,17079,11037,5688,
在建工程(万元),13069,5962,6205,5639,171,1327,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),7364,7419,7340,7436,4626,1046,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),83,96,123,94,160,226,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),181,169,155,118,92,80,
其他非流动资产(万元),2258,6379,3170,1240,1234,136,
非流动资产合计(万元),60742,54225,40590,31606,17320,8503,
资产总计(万元),132039,86628,74584,50344,31880,20296,
短期借款(万元),1025,5455,1600,5363,3900,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),7152,8535,9581,4643,1807,--,
应付账款(万元),11158,8113,8315,6078,3367,2218,
预收账款(万元),1368,1302,632,467,710,620,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1349,1107,1288,911,482,352,
应交税费(万元),865,1041,1338,909,291,192,
应付利息(万元),12,4,1,10,6,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),202,12,5,1,1091,286,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),23131,25568,22759,18384,11654,3667,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),176,182,194,218,--,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),176,182,194,218,0,0,
负债合计(万元),23306,25750,22953,18601,11654,3667,
实收资本(或股本)(万元),40060,35900,35900,16500,6518,6518,
资本公积(万元),38510,--,--,7650,--,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),1435,1361,1110,758,512,341,
盈余公积(万元),2720,2720,2720,683,1613,1270,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),26008,20898,11901,6151,11583,8498,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),108733,60878,51631,31742,20226,16628,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),108733,60878,51631,31742,20226,16628,
负债和所有者权益(或股东权益)总计(万元),132039,86628,74584,50344,31880,20296,		
  
